event_id,date,location,lat,lon,deaths,flood_cause,rain_day_minus_0,rain_day_minus_1,rain_day_minus_2,rain_day_minus_3,rain_day_minus_4,rain_day_minus_5,rain_day_minus_6,elevation_m,slope_deg,soil_compname,soil_muname,is_karst,KSI_fast,KSI_slow,KSI_combined,is_flood,flood_event_id
1059679,10/27/2022,JUNCOS CO.,18.2284,-65.916,0,Heavy Rain,61.47,57.5,0.765,0.0,0.14,0.56,0.12,64,2.79,Vivi,Vivi loam,1,69.26579024985512,112.29448797275226,86.47726933901397,1,1059679
1059680,10/27/2022,PATILLAS CO.,18.0304,-66.0453,0,Heavy Rain,59.025,56.82,1.575,0.0,0.0,1.51,0.6,351,17.24,Pandura,"Pandura loam, 40 to 60 percent slopes",0,66.7435979247541,110.45841061373606,84.22952300034689,1,1059680
1059681,10/27/2022,PATILLAS CO.,18.0367,-66.0141,0,Heavy Rain,59.025,56.82,1.575,0.0,0.0,1.51,0.6,215,19.59,Patillas,"Patillas clay loam, 20 to 40 percent slopes, eroded",0,66.7435979247541,110.45841061373606,84.22952300034689,1,1059681
1059682,10/27/2022,NAGUABO CO.,18.2144,-65.7708,0,Heavy Rain,72.81,59.87,1.59,0.0,0.785,0.205,0.77,11,1.09,Fortuna,Fortuna clay,0,80.94164527320909,126.7752556111896,99.2750894084013,1,1059682
1059688,10/30/2022,SALINAS CO.,18.0056,-66.2214,0,Heavy Rain,36.215,8.89,11.805,45.27,41.68,0.02,0.0,77,2.88,Coamo,"Coamo clay loam, 2 to 5 percent slopes",0,37.634346785055,105.83062226643828,64.91285697760831,1,1059688
1063893,11/05/2022,SALINAS CO.,17.9743,-66.2702,0,Heavy Rain,94.26,22.18,0.245,0.0,0.0,4.325,44.285,13,0.52,Fraternidad,"Fraternidad clay, 0 to 2 perecent slopes",0,97.26622391371582,134.58208290165004,112.19256750888952,1,1063893
1063894,11/05/2022,SALINAS CO.,17.9916,-66.2834,0,Heavy Rain,94.26,22.18,0.245,0.0,0.0,4.325,44.285,20,0.36,Not Public Information,Not Public Information,0,97.26622391371582,134.58208290165004,112.19256750888952,1,1063894
1063926,11/05/2022,VEGA BAJA CO.,18.4565,-66.4152,0,Heavy Rain,87.92,5.73,5.87,0.0,0.0,18.69,16.465,7,2.01,Corozo,"Corozo fine sand, 2 to 12 percent slopes",1,88.80298397322265,113.4352145971109,98.65587622277796,1,1063926
1063901,11/05/2022,SANTA ISABEL CO.,17.9652,-66.3764,0,Heavy Rain,96.25,19.765,0.54,0.0,0.0,5.525,39.705,5,0.77,Fe,"Fe clay, 0 to 2 percent slopes",0,98.93479231817156,133.34408093347847,112.69850776429432,1,1063901
1063904,11/05/2022,JUANA DIAZ CO.,17.9948,-66.4906,0,Heavy Rain,88.88,22.055,0.525,0.0,0.485,7.405,38.39,2,0.77,Fe,"Fe clay, 0 to 2 percent slopes",1,91.87443538220008,128.58413548158592,106.55831542195442,1,1063904
1063908,11/05/2022,NAGUABO CO.,18.2116,-65.7086,0,Heavy Rain,87.405,13.455,0.0,0.43,0.31,17.945,35.785,26,6.35,Sabana,"Sabana silty clay loam, 20 to 40 percent slopes",0,89.22593623594862,123.49503091699864,102.93357410836865,1,1063908
1067569,11/05/2022,LAS PIEDRAS CO.,18.2,-65.84,0,Heavy Rain,85.39,15.365,0.0,0.25,0.17,20.475,30.235,124,2.38,Mabi,"Mabi clay, 0 to 5 percent slopes, rarely flooded",1,87.46942662693056,121.82271924325684,101.21074367346104,1,1067569
1063917,11/05/2022,LAS PIEDRAS CO.,18.2059,-65.8475,0,Heavy Rain / Burn Area,85.39,15.365,0.0,0.25,0.17,20.475,30.235,108,2.13,Cayagua,"Cayagua sandy loam, 5 to 12 percent slopes, eroded",1,87.46942662693056,121.82271924325684,101.21074367346104,1,1063917
1063919,11/05/2022,CAGUAS CO.,18.2299,-66.0401,0,Heavy Rain,85.545,9.25,0.0,0.18,0.2,20.81,26.98,72,1.32,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,86.79685136993866,115.43076453919063,98.25041663763946,1,1063919
1063923,11/05/2022,SALINAS CO.,17.9785,-66.3,0,Heavy Rain,96.25,19.765,0.54,0.0,0.0,5.525,39.705,8,0.82,Urban land,Urban land,0,98.93479231817156,133.34408093347847,112.69850776429432,1,1063923
1067558,11/05/2022,FAJARDO CO.,18.3247,-65.6517,0,Heavy Rain,83.58,8.59,0.0,0.465,0.51,15.46,20.925,12,2.08,Urban land,Urban land,0,84.7425300830025,108.06572241537064,94.07180701594976,1,1067558
1067555,11/05/2022,VEGA BAJA CO.,18.4072,-66.37,0,Heavy Rain,92.62,4.455,1.79,0.0,0.0,17.515,13.77,81,2.43,Almirante,"Almirante clay, 2 to 5 percent slopes",1,93.25570368042996,112.24502165010348,100.85143086829936,1,1067555
1067479,11/05/2022,JUANA DIAZ CO.,18.08,-66.5,0,Heavy Rain,105.805,19.43,1.03,0.0,3.385,11.895,34.665,78,2.08,Urban land,"Urban land-Montegrande complex, 2 to 12 percent slopes",1,108.45342966134278,145.86801278283127,123.41926290993815,1,1067479
1067480,11/05/2022,RINCON CO.,18.3254,-67.2498,0,Heavy Rain,71.725,13.07,0.92,1.47,3.33,1.385,15.495,14,2.38,Water> 40 acres,Water > 40 acres,1,73.51068253968016,93.83825246247136,81.64171050879663,1,1067480
1067481,11/05/2022,FAJARDO CO.,18.3345,-65.6416,0,Heavy Rain,83.58,8.59,0.0,0.465,0.51,15.46,20.925,10,3.19,Vega Alta,"Vega Alta silty clay loam, 5 to 12 percent slopes",0,84.7425300830025,108.06572241537064,94.07180701594976,1,1067481
1067483,11/05/2022,VEGA BAJA CO.,18.4571,-66.4137,0,Heavy Rain,87.92,5.73,5.87,0.0,0.0,18.69,16.465,9,2.34,Corozo,"Corozo fine sand, 2 to 12 percent slopes",1,88.80298397322265,113.4352145971109,98.65587622277796,1,1067483
1067482,11/05/2022,VEGA BAJA CO.,18.4463,-66.4075,0,Heavy Rain,87.92,5.73,5.87,0.0,0.0,18.69,16.465,12,2.01,Urban land,Urban land,1,88.80298397322265,113.4352145971109,98.65587622277796,1,1067482
1067484,11/05/2022,SALINAS CO.,17.98,-66.23,0,Heavy Rain,94.26,22.18,0.245,0.0,0.0,4.325,44.285,11,0.58,Paso Seco,"Paso Seco clay, 0 to 5 percent slopes",0,97.26622391371582,134.58208290165004,112.19256750888952,1,1067484
1067486,11/05/2022,VEGA ALTA CO.,18.4006,-66.3476,0,Heavy Rain,92.62,4.455,1.79,0.0,0.0,17.515,13.77,76,21.59,Rock outcrop,"Rock outcrop-Tanama complex, 12 to 60 percent slopes",1,93.25570368042996,112.24502165010348,100.85143086829936,1,1067486
1067487,11/05/2022,MANATI CO.,18.45,-66.45,0,Heavy Rain,87.92,5.73,5.87,0.0,0.0,18.69,16.465,36,7.82,Rock outcrop,"Rock outcrop-San German complex, 20 to 60 percent slopes",1,88.80298397322265,113.4352145971109,98.65587622277796,1,1067487
1067488,11/05/2022,CIDRA CO.,18.15,-66.11,0,Heavy Rain,90.225,11.78,0.11,0.0,0.0,19.555,30.265,423,13.15,Mucara,"Mucara clay, 40 to 60 percent slopes",1,91.82126435680505,122.93611548834453,104.26720480942085,1,1067488
1067489,11/05/2022,FAJARDO CO.,18.3639,-65.6304,0,Heavy Rain,83.58,8.59,0.0,0.465,0.51,15.46,20.925,45,8.27,Descalabrado,"Descalabrado-Rock land complex, 40 to 60 percent slopes",0,84.7425300830025,108.06572241537064,94.07180701594976,1,1067489
1067490,11/05/2022,AIBONITO CO.,18.1041,-66.2896,0,Heavy Rain,105.68,12.91,0.785,0.0,0.82,20.945,28.77,345,13.18,Caguabo,"Caguabo clay loam, 40 to 60 percent slopes",1,107.44155628311232,140.38702905043155,120.61974539004002,1,1067490
1067491,11/05/2022,BARCELONETA CO.,18.43,-66.53,0,Heavy Rain,92.83,5.5,2.7,0.0,0.0,11.8,17.735,10,10.66,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,93.62379628280095,112.929661140782,101.34614222599338,1,1067491
1067496,11/05/2022,CAGUAS CO.,18.25,-66.07,0,Heavy Rain,85.545,9.25,0.0,0.18,0.2,20.81,26.98,95,3.94,Estacion,Estacion silty clay loam,1,86.79685136993866,115.43076453919063,98.25041663763946,1,1067496
ctrl_0000,03/11/2022,SAN JUAN CO.,18.3988,-66.0833,0,None,0.0,0.0,0.385,0.0,0.525,1.865,0.43,15,0.26,Urban land,Urban land,1,0.007051520972162659,1.6812712906028648,0.6767394288244435,0,574472
ctrl_0001,04/08/2016,SAN JUAN CO.,18.3786,-66.0533,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.225,27,2.58,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,0.0,0.09548389027731376,0.03819355611092551,0,576170
ctrl_0002,04/20/2015,SAN JUAN CO.,18.3993,-66.0911,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2.79,Urban land,Urban land,1,0.0,0.0,0.0,0,576021
ctrl_0003,05/03/2023,SAN JUAN CO.,18.3955,-66.0696,0,None,0.0,0.0,0.0,0.0,0.0,19.345,0.45,13,0.93,Urban land,Urban land,1,0.0,9.661151184683884,3.864460473873554,0,575333
ctrl_0004,02/07/2018,SAN SEBASTIAN CO.,18.3314,-66.9989,0,None,1.7,0.0,0.79,0.84,0.0,0.0,0.0,66,2.38,Urban land,Urban land,1,1.7144693547221,2.8408758698555623,2.165031960775485,0,599784
ctrl_0005,10/07/2017,SAN SEBASTIAN CO.,18.3314,-66.9888,0,None,33.62,24.69,19.6,1.55,11.185,6.58,17.555,65,1.39,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,37.32041466533116,87.74932244868114,57.491977778671156,0,599783
ctrl_0006,07/10/2017,SAN SEBASTIAN CO.,18.3372,-67.0001,0,None,0.035,12.35,9.085,15.47,0.145,5.4,8.51,64,0.52,Lares,"Lares clay, 0 to 5 percent slopes, eroded",1,1.8727883272763168,33.982697495518664,14.716751994573258,0,599782
ctrl_0007,08/01/2016,VEGA BAJA CO.,18.3251,-66.3598,0,None,22.565,64.19,0.115,0.595,0.27,0.0,9.685,223,2.38,Corozal,"Corozal clay, 5 to 12 percent slopes",1,31.25427812943037,82.94644341622214,51.93114424414708,0,602949
ctrl_0008,04/12/2023,SAN SEBASTIAN CO.,18.3376,-67.0011,0,None,0.0,0.0,0.0,0.0,26.67,43.465,36.8,56,1.88,Santoni,Santoni clay,1,0.0,51.95588126750167,20.782352507000667,0,603063
ctrl_0009,03/02/2016,MOCA CO.,18.3922,-67.1052,0,None,0.0,1.575,3.05,1.08,2.32,1.5,2.145,54,1.65,Plata,"Plata clay, 20 to 40 percent slopes, eroded",1,0.2690157697083042,7.315630904490187,3.087661823621058,0,603064
ctrl_0010,08/10/2022,SAN SEBASTIAN CO.,18.3703,-66.9252,0,None,4.785,0.0,0.0,24.045,0.0,0.0,6.475,221,2.08,Mabi,"Mabi clay, 5 to 12 percent slopes",1,4.785,23.196666314092482,12.149666525636993,0,603067
ctrl_0011,04/29/2023,CAGUAS CO.,18.2553,-66.0378,0,None,0.47,11.64,0.0,0.0,0.0,0.89,19.185,60,0.26,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,2.045302696874172,19.13774387441009,8.882279167888539,0,605551
ctrl_0012,02/18/2021,SAN LORENZO CO.,18.1872,-65.9635,0,None,0.0,1.16,0.0,0.0,0.0,0.0,0.14,105,3.58,Urban land,"Urban land-Mucara complex, 12 to 40 percent slopes",1,0.15698892855447072,1.0649905621049836,0.5201895819746759,0,605680
ctrl_0013,12/30/2015,CAGUAS CO.,18.2392,-66.0452,0,None,0.53,0.0,0.33,0.0,0.185,0.235,0.395,69,0.36,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",1,0.5360441608332823,1.1651299233245591,0.7876784658297931,0,605549
ctrl_0014,08/22/2021,CAGUAS CO.,18.2514,-66.0381,0,None,0.0,0.0,0.0,0.0,0.0,0.0,21.42,62,0.36,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,0.0,9.09006635440027,3.636026541760108,0,605554
ctrl_0015,10/02/2019,CAGUAS CO.,18.2374,-66.0562,0,None,17.035,0.0,0.0,16.415,1.95,0.0,3.485,81,1.29,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",1,17.035,30.308511834471577,22.344404733788632,0,605553
ctrl_0016,05/18/2015,CAGUAS CO.,18.2805,-66.046,0,None,0.005,0.85,0.0,0.32,0.0,0.0,1.37,66,2.58,Urban land,"Urban land-Mucara complex, 12 to 40 percent slopes",1,0.1200349907511208,1.5316975117750138,0.684699999160678,0,605552
ctrl_0017,05/10/2015,CAGUAS CO.,18.3296,-66.0936,0,None,0.27,0.0,0.0,0.0,0.0,0.0,0.0,94,3.81,Sabana,"Sabana silty clay loam, 40 to 60 percent slopes",1,0.27,0.27,0.27,0,605550
ctrl_0018,01/26/2016,AIBONITO CO.,18.12,-66.25,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685,11.47,Maricao,"Maricao clay, 20 to 60 percent slopes",1,0.0,0.0,0.0,0,605716
ctrl_0019,06/21/2017,AIBONITO CO.,18.1413,-66.2547,0,None,2.55,1.155,12.5,0.0,0.01,0.0,0.0,609,1.39,Urban land,"Urban land-Mucara complex, 12 to 40 percent slopes",1,2.935257738247465,12.95035731887261,6.9412975704975235,0,605718
ctrl_0020,08/17/2017,COMERIO CO.,18.2363,-66.2137,0,None,82.955,11.99,1.86,0.02,0.0,0.0,2.575,187,7.21,Water,Water,1,84.61173713434003,95.85240264189348,89.10800333736141,0,605719
ctrl_0021,09/07/2020,SAN LORENZO CO.,18.15,-65.97,0,None,0.0,0.0,0.77,0.0,4.185,1.38,10.645,221,6.85,Pandura,"Pandura sandy loam, 20 to 40 percent slopes",1,0.014103041944325318,8.134999288690171,3.2624615406426636,0,605721
ctrl_0022,10/08/2021,LAS PIEDRAS CO.,18.1888,-65.8773,0,None,0.0,0.155,0.0,0.0,0.005,11.66,37.87,123,2.94,Cayagua,"Cayagua sandy loam, 5 to 12 percent slopes, eroded",1,0.02097696890167497,21.916245081291486,8.7790842138576,0,605723
ctrl_0023,04/26/2015,JUNCOS CO.,18.2262,-65.916,0,None,0.0,0.0,0.0,0.0,0.385,0.0,0.0,69,0.26,Urban land,Urban land,1,0.0,0.21741647697298733,0.08696659078919494,0,605725
ctrl_0024,04/24/2021,CAGUAS CO.,18.2,-66.03,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,17.05,Caguabo,"Caguabo clay loam, 40 to 60 percent slopes",1,0.0,0.0,0.0,0,605731
ctrl_0025,04/01/2017,NAGUABO CO.,18.2202,-65.7927,0,None,0.0,0.0,1.505,0.57,0.32,1.565,0.0,29,9.17,Pandura,"Pandura loam, 12 to 40 percent slopes",0,0.027565036527544936,2.449136085120122,0.9961934559645758,0,609484
ctrl_0026,01/18/2023,MOCA CO.,18.3677,-67.0961,0,None,0.0,0.0,0.0,3.795,0.0,1.86,2.15,117,8.87,Plata,"Plata clay, 40 to 60 percent slopes, eroded",1,0.0,4.295160328311731,1.7180641313246925,0,609898
ctrl_0027,04/22/2022,SAN JUAN CO.,18.4404,-66.052,0,None,1.58,0.655,0.595,1.76,0.23,0.0,7.24,23,2.45,Urban land,Urban land,1,1.6795424156587784,6.943811325733725,3.785249979688757,0,631856
ctrl_0028,11/19/2022,SAN JUAN CO.,18.4247,-66.0429,0,None,0.0,0.0,1.405,0.0,15.635,0.305,0.0,3,0.52,Urban land,Urban land,1,0.025733472638671522,10.034503640526964,4.029241539793988,0,631861
ctrl_0029,02/17/2021,LUQUILLO CO.,18.3802,-65.7179,0,None,2.115,0.0,0.0,0.155,0.415,0.735,0.0,7,1.81,Urban land,"Urban land-Catano complex, 0 to 2 percent slopes",0,2.115,2.8101441943248946,2.393057677729958,0,632052
ctrl_0030,09/22/2019,FAJARDO CO.,18.3428,-65.6592,0,None,49.25,1.785,0.035,0.685,0.0,1.41,19.475,15,1.32,Leveled clayey land,Leveled clayey land,0,49.49221452793846,60.224829420254395,53.785260484864835,0,631867
ctrl_0031,06/28/2017,LUQUILLO CO.,18.337,-65.7252,0,None,0.0,0.0,7.96,0.545,0.0,0.0,0.305,112,11.99,Humatas,"Humatas-Stony land complex, 40 to 60 percent slopes",0,0.14579248555432406,6.466227257165171,2.673966394198663,0,632053
ctrl_0032,01/21/2020,LUQUILLO CO.,18.3218,-65.7197,0,None,1.23,3.605,1.195,0.4,0.2,0.625,5.545,232,4.81,Humatas,"Humatas-Zarzal complex, 5 to 40 percent slopes",0,1.7397708845400262,8.285740407740128,4.358158693820068,0,631863
ctrl_0033,08/17/2021,FAJARDO CO.,18.346,-65.6389,0,None,0.0,5.715,68.8,1.62,0.365,0.0,8.185,12,5.94,Descalabrado,"Descalabrado clay loam, 20 to 40 percent slopes, eroded",0,2.033557099242153,61.39079009025094,25.77645029564567,0,631865
ctrl_0034,02/20/2018,LUQUILLO CO.,18.35,-65.72,0,None,0.23,0.0,1.215,3.07,1.27,1.18,0.2,29,0.58,Rio Arriba,"Rio Arriba clay, 5 to 12 percent slopes, eroded",0,0.25225350124981205,4.522688560069262,1.960427524777592,0,631864
ctrl_0035,02/05/2024,CANOVANAS CO.,18.33,-65.88,0,None,1.245,0.0,0.06,0.13,0.085,0.825,0.0,117,5.28,Humatas,"Humatas-Stony land complex, 40 to 60 percent slopes",1,1.246098938333324,1.8266486245687001,1.4783188128274745,0,632054
ctrl_0036,10/07/2024,CAGUAS CO.,18.2365,-66.0245,0,None,0.655,8.55,15.465,1.83,13.945,0.0,4.215,64,0.26,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,2.095368027087313,30.54426161148173,13.474925460845082,0,632057
ctrl_0037,02/03/2015,CAGUAS CO.,18.2389,-66.0127,0,None,0.0,0.0,0.0,0.0,0.275,0.0,0.0,59,0.52,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,0.0,0.15529748355213382,0.06211899342085353,0,632056
ctrl_0038,07/13/2023,CAGUAS CO.,18.2361,-66.0219,0,None,10.295,1.91,0.0,0.0,66.425,29.61,0.0,62,0.36,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,10.55349039098193,63.957466582369634,31.91508086753701,0,632073
ctrl_0039,01/21/2024,CAGUAS CO.,18.2307,-66.0321,0,None,0.045,0.0,0.0,0.0,0.0,0.0,0.045,75,1.73,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,0.045,0.06409677805546275,0.0526387112221851,0,632070
ctrl_0040,10/22/2016,PENUELAS CO.,18.0881,-66.6958,0,None,0.025,3.7,0.555,50.315,62.58,0.0,3.31,225,7.39,Caguabo,"Caguabo gravelly clay loam, 20 to 60 percent slopes",1,0.5359057275587146,73.1714085008438,29.59010683687275,0,632364
ctrl_0041,11/06/2022,SABANA GRANDE CO.,18.0318,-66.8988,0,None,0.32,94.565,34.845,1.48,0.58,4.515,9.615,61,1.29,Fraternidad,"Fraternidad clay, 2 to 5 perecent slopes",1,13.756189496348222,116.06382668707825,54.679244372640234,0,632367
ctrl_0042,10/05/2019,AGUADILLA CO.,18.4795,-67.1532,0,None,21.81,1.145,0.0,27.115,25.06,1.395,48.06,76,2.08,Urban land,Urban land,1,21.96495889930592,75.69645095599914,43.45755572198321,0,632773
ctrl_0043,11/01/2018,AGUADILLA CO.,18.4699,-67.125,0,None,0.105,0.0,0.28,2.38,0.44,0.375,0.71,90,3.1,Coto,"Coto clay, 2 to 5 percent slopes",1,0.11012837888884557,2.599197415432898,1.1057559935064667,0,632819
ctrl_0044,02/19/2018,LUQUILLO CO.,18.3277,-65.7483,0,None,0.0,1.215,3.07,1.27,1.18,0.2,0.73,141,18.91,Naranjito,"Naranjito silty clay loam, 40 to 60 percent slopes",0,0.22066138052089837,5.26168743422676,2.2370718020032427,0,632822
ctrl_0045,10/05/2016,NAGUABO CO.,18.2185,-65.7821,0,None,21.155,48.99,36.905,0.135,0.355,1.31,4.58,11,0.82,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,28.46101417895039,94.22996422300432,54.76859419657196,0,632823
ctrl_0046,06/07/2017,FAJARDO CO.,18.3394,-65.6688,0,None,0.0,0.2,0.0,1.31,0.775,3.12,1.49,25,1.32,Fajardo,"Fajardo clay, 2 to 10 percent slopes, eroded",0,0.027067056647322542,3.6241028077480824,1.4658813570876266,0,633046
ctrl_0047,08/01/2023,FAJARDO CO.,18.32,-65.65,0,None,3.275,0.0,0.0,1.785,0.0,3.225,0.665,7,3.09,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,3.275,6.29879851213928,4.484519404855712,0,633052
ctrl_0048,10/17/2018,LUQUILLO CO.,18.35,-65.72,0,None,3.85,7.925,45.21,4.44,20.095,16.9,3.07,29,0.58,Rio Arriba,"Rio Arriba clay, 5 to 12 percent slopes, eroded",0,5.7505821538098285,68.51077453537843,30.85465910643727,0,633053
ctrl_0049,03/01/2016,NAGUABO CO.,18.22,-65.73,0,None,0.26,4.235,2.385,0.0,0.89,0.26,0.155,29,1.39,Cobbly alluvial land,Cobbly alluvial land,0,0.8768277232566858,6.419159000578217,3.0937602341852983,0,640321
ctrl_0050,01/22/2016,CIDRA CO.,18.193,-66.2015,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,11.44,Mucara,"Mucara clay, 20 to 40 percent slopes",1,0.0,0.0,0.0,0,658835
ctrl_0051,04/13/2019,PONCE CO.,17.9965,-66.6338,0,None,0.865,0.0,0.0,0.335,0.0,0.0,0.0,12,0.82,Urban land,Urban land,1,0.865,1.0832320842729035,0.9522928337091614,0,658831
ctrl_0052,02/08/2016,PONCE CO.,18.0061,-66.6267,0,None,0.0,0.0,0.305,0.0,0.0,0.0,0.0,11,1.29,Urban land,Urban land,1,0.005586269861063925,0.2292005743879622,0.09503199167182325,0,658237
ctrl_0053,01/17/2019,UTUADO CO.,18.2716,-66.7008,0,None,0.0,0.0,0.0,0.0,0.0,0.0,18.435,161,4.75,Lirios,"Lirios clay loam, 40 to 60 percent slopes",1,0.0,7.823313410054572,3.1293253640218293,0,661451
ctrl_0054,07/10/2024,SAN SEBASTIAN CO.,18.3295,-66.9869,0,None,27.81,18.52,2.485,0.915,0.0,5.335,17.615,68,0.73,Lares,"Lares clay, 5 to 20 percent slopes, eroded",1,30.36192380818057,56.41509894464218,40.783193862765216,0,661455
ctrl_0055,11/16/2018,SAN SEBASTIAN CO.,18.3118,-67.0078,0,None,10.415,17.53,12.095,6.38,0.0,0.0,0.365,113,0.82,Humatas,"Humatas clay, 12 to 20 percent slopes",1,13.00895516749706,39.01156471808649,23.409998987732834,0,661460
ctrl_0056,10/15/2021,TRUJILLO ALTO CO.,18.3363,-66.0097,0,None,17.85,3.705,22.87,8.635,41.515,6.78,0.0,30,3.66,Mucara,"Mucara clay, 20 to 40 percent slopes",1,18.770295885777,70.63660985993513,39.51682147544025,0,663756
ctrl_0057,12/26/2017,CABO ROJO CO.,18.03,-67.13,0,None,2.855,3.285,0.515,0.29,3.26,1.785,0.2,24,2.08,Urban land,Urban land,0,3.309008959459971,9.078309542486972,5.616729192670771,0,663761
ctrl_0058,01/26/2024,MAYAGUEZ CO.,18.1819,-67.1694,0,None,0.0,0.0,0.635,0.0,0.0,0.255,0.135,5,2.08,Leveled sandy land,Leveled sandy land,1,0.011630430694346204,0.6593115384562179,0.2707028737990949,0,663762
ctrl_0059,07/04/2015,SALINAS CO.,17.971,-66.2177,0,None,0.0,0.0,0.0,3.965,0.505,0.0,0.38,4,0.73,Paso Seco,"Paso Seco clay, 0 to 5 percent slopes",0,0.0,3.0294001960817947,1.211760078432718,0,664147
ctrl_0060,03/15/2023,MAYAGUEZ CO.,18.2383,-67.1612,0,None,0.0,0.0,0.275,0.0,0.0,0.0,0.0,21,4.73,Lares,"Lares clay, 0 to 5 percent slopes, eroded",1,0.0050368006944019,0.20665625559570366,0.08568458265492261,0,664002
ctrl_0061,03/03/2020,SAN SEBASTIAN CO.,18.346,-67.0033,0,None,0.98,0.46,0.0,0.0,0.505,0.0,2.9,74,2.85,Urban land,Urban land,1,1.0422542302888418,2.894627737962157,1.783203633358168,0,664004
ctrl_0062,01/12/2021,VEGA ALTA CO.,18.3943,-66.3506,0,None,0.0,0.0,0.0,0.0,0.0,0.0,1.345,133,11.18,Colinas,"Colinas clay loam, 40 to 60 percent slopes",1,0.0,0.5707814774354978,0.22831259097419912,0,664010
ctrl_0063,06/02/2016,COAMO CO.,18.097,-66.3648,0,None,1.195,29.315,18.77,2.21,0.0,4.08,8.295,165,3.59,Llanos,"Llanos clay, 5 to 12 percent slopes, eroded",0,5.506138370022843,47.669937465226,22.371658008104106,0,664013
ctrl_0064,04/07/2019,SAN SEBASTIAN CO.,18.3439,-67.0004,0,None,0.0,0.5,1.255,0.0,0.49,4.47,0.0,60,0.82,Santoni,Santoni clay,1,0.09065376842366774,3.841506050687957,1.5909946813293836,0,667350
ctrl_0065,11/26/2015,SAN SEBASTIAN CO.,18.3314,-66.9885,0,None,5.025,2.0,0.81,0.0,0.0,0.0,0.65,66,1.57,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,5.310506233973101,7.643294756581363,6.2436216430164055,0,667352
ctrl_0066,03/18/2021,SAN SEBASTIAN CO.,18.3261,-66.9868,0,None,0.0,0.0,0.0,0.0,0.0,0.0,5.155,84,6.02,Humatas,"Humatas clay, 20 to 40 percent slopes",1,0.0,2.1876420194646773,0.8750568077858709,0,667357
ctrl_0067,04/22/2018,SAN SEBASTIAN CO.,18.3285,-66.9853,0,None,0.305,23.085,0.965,1.375,16.43,13.85,7.4,66,6.07,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,3.446889605044833,41.13661039511651,18.522777921073505,0,667364
ctrl_0068,04/27/2024,SAN SEBASTIAN CO.,18.3194,-67.003,0,None,35.01,23.895,10.21,26.895,5.91,10.48,1.06,122,4.12,Humatas,"Humatas clay, 20 to 40 percent slopes",1,38.43083926599283,89.83479993876729,58.99242353510262,0,667376
ctrl_0069,01/25/2022,JUANA DIAZ CO.,18.0967,-66.5448,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,14.19,Reilly,Reilly gravelly loam,1,0.0,0.0,0.0,0,665874
ctrl_0070,12/15/2021,JUANA DIAZ CO.,17.9996,-66.5283,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.58,Urban land,"Urban land-Cortada complex, 0 to 2 percent slopes, occasionally flooded",1,0.0,0.0,0.0,0,665876
ctrl_0071,12/12/2024,YABUCOA CO.,18.0645,-65.8269,0,None,0.0,0.205,0.0,0.0,0.0,0.0,0.0,14,9.8,Teja,"Teja gravelly sandy loam, 12 to 40 percent slopes",0,0.027743733063505603,0.17770996944878723,0.08773022761761826,0,665884
ctrl_0072,09/06/2024,NAGUABO CO.,18.2154,-65.7755,0,None,0.14,0.87,0.13,1.45,3.995,0.71,0.0,33,8.99,Sabana,"Sabana silty clay loam, 40 to 60 percent slopes",0,0.26012272947138854,4.54008593000891,1.9721080096863972,0,666186
ctrl_0073,01/28/2019,VEGA ALTA CO.,18.4191,-66.3104,0,None,0.0,0.0,0.0,3.055,0.0,0.0,0.0,47,7.97,San Sebastian,"San Sebastian gravelly clay, 20 to 60 percent slopes",1,0.0,1.9901463207573749,0.79605852830295,0,666332
ctrl_0074,06/29/2021,HATILLO CO.,18.4779,-66.8058,0,None,1.78,15.03,0.35,9.35,6.705,0.0,0.195,48,0.73,Colinas,"Colinas clay loam, 12 to 20 percent slopes",1,3.8204997806573457,25.032334786705977,12.3052337830768,0,681238
