event_id,date,location,lat,lon,deaths,flood_cause,rain_day_minus_0,rain_day_minus_1,rain_day_minus_2,rain_day_minus_3,rain_day_minus_4,rain_day_minus_5,rain_day_minus_6,elevation_m,slope_deg,soil_compname,soil_muname,is_karst,KSI_fast,KSI_slow,KSI_combined,is_flood,flood_event_id
851066,08/29/2019,FAJARDO CO.,18.3334,-65.6569,0,Heavy Rain / Tropical System,67.125,37.865,0.735,0.0,0.225,0.0,0.385,14,0.93,Urban land,Urban land,0,72.26293249433756,100.79211260748832,83.67460453959788,1,851066
851067,08/29/2019,LAS PIEDRAS CO.,18.2189,-65.8286,0,Heavy Rain / Tropical System,65.775,27.255,0.0,0.0,0.0,0.195,0.225,100,1.46,Mabi,"Mabi clay, 0 to 5 percent slopes, rarely flooded",1,69.46356314461389,89.59270167158212,77.51521855540119,1,851067
851068,08/29/2019,HUMACAO CO.,18.1514,-65.8246,0,Heavy Rain / Tropical System,57.905,19.795,0.0,0.0,0.0,0.0,0.215,25,0.93,Urban land,Urban land,1,60.58396193166875,75.1560881873754,66.41281243395142,1,851068
851069,08/29/2019,LUQUILLO CO.,18.3796,-65.7517,0,Heavy Rain / Tropical System,69.555,36.18,0.125,0.0,0.275,0.0,0.7,3,0.82,Fortuna,Fortuna clay,0,74.45372000236173,101.46493555012198,85.25820622146583,1,851069
851070,08/29/2019,LUQUILLO CO.,18.3496,-65.7106,0,Heavy Rain / Tropical System,69.555,36.18,0.125,0.0,0.275,0.0,0.7,22,0.26,Aceitunas,"Aceitunas silty clay loam, 5 to 12 percent slopes",0,74.45372000236173,101.46493555012198,85.25820622146583,1,851070
851071,08/29/2019,NAGUABO CO.,18.2205,-65.782,0,Heavy Rain / Tropical System,63.325,32.74,0.0,0.0,0.0,0.355,0.455,13,0.26,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,67.75587717316671,92.07345937174668,77.4829100525987,1,851071
853173,08/29/2019,HUMACAO CO.,18.1556,-65.8273,0,Heavy Rain / Tropical System,57.905,19.795,0.0,0.0,0.0,0.0,0.215,30,0.36,Fortuna,Fortuna clay,1,60.58396193166875,75.1560881873754,66.41281243395142,1,853173
853175,08/29/2019,PATILLAS CO.,18.0416,-66.0342,0,Heavy Rain / Tropical System,73.315,6.77,0.0,0.0,0.0,0.0,0.0,104,10.33,Pandura,"Pandura loam, 40 to 60 percent slopes",0,74.23121986751187,79.18376338130872,76.21223727303061,1,853175
853178,08/29/2019,YABUCOA CO.,18.0575,-65.9003,0,Heavy Rain / Tropical System,72.535,9.825,0.0,0.0,0.0,0.0,0.0,24,0.52,Coloso,"Coloso silty clay, 0 to 2 percent slopes, occasionally flooded",0,73.86466915779971,81.05207536504552,76.73963164069804,1,853178
853180,08/29/2019,YABUCOA CO.,18.0664,-65.8776,0,Heavy Rain / Tropical System,55.625,19.835,0.0,0.0,0.0,0.0,0.0,16,0.82,Reilly,Reilly soils,0,58.309375342998216,72.81952314154485,64.11343446241686,1,853180
853182,08/29/2019,PATILLAS CO.,18.0373,-66.005,0,Heavy Rain / Tropical System,73.315,6.77,0.0,0.0,0.0,0.0,0.0,116,13.46,Pandura,"Pandura loam, 40 to 60 percent slopes",0,74.23121986751187,79.18376338130872,76.21223727303061,1,853182
853183,08/29/2019,MAUNABO CO.,18.0123,-65.9272,0,Heavy Rain / Tropical System,72.535,9.825,0.0,0.0,0.0,0.0,0.0,20,0.58,Coloso,"Coloso silty clay, 0 to 2 percent slopes, occasionally flooded",0,73.86466915779971,81.05207536504552,76.73963164069804,1,853183
857068,09/24/2019,BAYAMON CO.,18.3982,-66.1505,0,Heavy Rain,41.675,0.0,8.285,0.915,0.0,11.26,0.355,12,1.06,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,41.82674506819316,54.15994755759627,46.7600260639544,1,857068
857069,09/24/2019,GUAYNABO CO.,18.4105,-66.1076,0,Heavy Rain,36.895,0.24,5.455,0.475,0.0,9.22,1.03,14,1.57,Urban land,Urban land,1,37.02739227811484,46.46247101415534,40.80142377253104,1,857069
856275,09/24/2019,JAYUYA CO.,18.2173,-66.5865,0,Heavy Rain,46.12,0.715,7.075,0.025,1.01,10.995,3.08,448,4.64,Pellejas,"Pellejas clay loam, 40 to 60 percent slopes",1,46.34634787265197,59.33274973800884,51.54090861879472,1,856275
856276,09/24/2019,COAMO CO.,18.0783,-66.2959,0,Heavy Rain,45.015,0.0,14.81,4.035,0.0,14.9,3.16,197,4.0,Llanos,"Llanos clay, 5 to 12 percent slopes, eroded",0,45.286254611942155,67.40812422732056,54.13500245809351,1,856276
856278,09/24/2019,DORAD CO.,18.4655,-66.2725,0,Heavy Rain,30.595,0.05,1.855,1.075,0.0,9.97,1.475,14,1.73,Urban land,Urban land-Durados complex,1,30.635742274300434,38.23931155364437,33.67716998603801,1,856278
856279,09/24/2019,TOA BAJA CO.,18.4166,-66.1974,0,Heavy Rain,36.895,0.24,5.455,0.475,0.0,9.22,1.03,32,0.77,Almirante,"Almirante clay, 2 to 5 percent slopes",1,37.02739227811484,46.46247101415534,40.80142377253104,1,856279
856280,09/24/2019,TOA BAJA CO.,18.4177,-66.2195,0,Heavy Rain,30.595,0.05,1.855,1.075,0.0,9.97,1.475,33,3.65,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,30.635742274300434,38.23931155364437,33.67716998603801,1,856280
856281,09/24/2019,TOA BAJA CO.,18.422,-66.2444,0,Heavy Rain,30.595,0.05,1.855,1.075,0.0,9.97,1.475,13,0.93,Urban land,Urban land-Sabana Seca complex,1,30.635742274300434,38.23931155364437,33.67716998603801,1,856281
857413,09/29/2019,NAGUABO CO.,18.2172,-65.7844,0,Heavy Rain,32.4,3.205,0.475,8.53,32.13,59.345,0.5,26,2.13,Sabana,"Sabana silty clay loam, 20 to 40 percent slopes",0,32.84244951124549,88.50050001300514,55.10566971194935,1,857413
857414,09/29/2019,NAGUABO CO.,18.2268,-65.7868,0,Heavy Rain,32.4,3.205,0.475,8.53,32.13,59.345,0.5,20,1.82,Rio Arriba,"Rio Arriba clay, 5 to 12 percent slopes, eroded",0,32.84244951124549,88.50050001300514,55.10566971194935,1,857414
859200,10/14/2019,JAYUYA CO.,18.2194,-66.6154,0,Heavy Rain,20.075,14.375,1.04,8.485,1.4,1.485,0.0,446,16.89,Pellejas,"Pellejas clay loam, 40 to 60 percent slopes",1,22.03949296097059,40.362941332111106,29.3688723094268,1,859200
859201,10/14/2019,JAYUYA CO.,18.2177,-66.5877,0,Heavy Rain,32.11,12.105,0.01,10.115,9.31,2.12,0.375,448,7.55,Reilly,Reilly gravelly silt loam,1,33.74841675996808,55.65487166761517,42.510998723026916,1,859201
859203,10/16/2019,UTUADO CO.,18.2585,-66.7232,0,Heavy Rain,115.245,6.505,16.86,13.16,3.385,20.43,0.26,150,4.66,Riverwash,Riverwash,1,116.43415768911822,154.1501297838538,131.52054652701247,1,859203
859326,10/16/2019,ADJUNTAS CO.,18.2047,-66.7035,0,Heavy Rain,115.245,6.505,16.86,13.16,3.385,20.43,0.26,347,1.39,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,116.43415768911822,154.1501297838538,131.52054652701247,1,859326
859327,10/16/2019,UTUADO CO.,18.2663,-66.7091,0,Heavy Rain,115.245,6.505,16.86,13.16,3.385,20.43,0.26,133,2.88,Urban land,Urban land,1,116.43415768911822,154.1501297838538,131.52054652701247,1,859327
859945,10/16/2019,NARANJITO CO.,18.301,-66.2447,0,Heavy Rain,7.57,2.73,30.58,0.32,2.3,3.51,0.0,109,1.46,Urban land,"Urban land-Mucara complex, 12 to 40 percent slopes",1,8.499557560453445,36.142355692632925,19.55667681332524,1,859945
877660,02/24/2020,CAROLINA CO.,18.4472,-66.038,0,Heavy Rain,5.585,0.5,0.0,0.0,0.0,0.125,0.0,0,1.46,Urban land,Urban land,1,5.652667641618306,6.07963165731971,5.823453247898868,1,877660
877663,02/24/2020,CAROLINA CO.,18.3997,-65.952,0,Heavy Rain,1.35,0.0,0.0,0.0,0.0,0.12,0.0,9,0.58,Urban land,Urban land,1,1.35,1.4087449991468344,1.373497999658734,1,877663
877662,02/24/2020,CAROLINA CO.,18.3953,-65.9667,0,Heavy Rain,1.35,0.0,0.0,0.0,0.0,0.12,0.0,5,0.52,Water,Water,1,1.35,1.4087449991468344,1.373497999658734,1,877662
877661,02/24/2020,CAROLINA CO.,18.4406,-66.0297,0,Heavy Rain,5.585,0.5,0.0,0.0,0.0,0.125,0.0,3,0.52,Urban land,Urban land,1,5.652667641618306,6.07963165731971,5.823453247898868,1,877661
877664,02/24/2020,CAROLINA CO.,18.3975,-65.973,0,Heavy Rain,1.35,0.0,0.0,0.0,0.0,0.12,0.0,6,0.36,Urban land,Urban land,1,1.35,1.4087449991468344,1.373497999658734,1,877664
877665,02/24/2020,CAROLINA CO.,18.3841,-65.9589,0,Heavy Rain,1.35,0.0,0.0,0.0,0.0,0.12,0.0,12,0.36,Urban land,Urban land,1,1.35,1.4087449991468344,1.373497999658734,1,877665
877666,02/24/2020,CAROLINA CO.,18.42,-65.9995,0,Heavy Rain,0.73,0.64,0.0,0.0,0.0,0.52,0.0,2,1.5,Made land,Made land,1,0.8166145812714322,1.539363518809732,1.105714156286752,1,877666
877667,02/24/2020,SAN JUAN CO.,18.4505,-66.0666,0,Heavy Rain,5.585,0.5,0.0,0.0,0.0,0.125,0.0,17,6.5,Urban land,Urban land,1,5.652667641618306,6.07963165731971,5.823453247898868,1,877667
877671,03/10/2020,CANOVANAS CO.,18.3772,-65.9029,0,Heavy Rain,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14,3.69,Urban land,Urban land,1,0.2706705664732254,1.7337557995003632,0.8559046596840806,1,877671
877670,03/10/2020,CANOVANAS CO.,18.3625,-65.8885,0,Heavy Rain,0.44,0.585,0.0,0.0,0.0,0.14,0.12,18,0.93,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,0.5191711406934184,1.0665841451730635,0.7381363424852765,1,877670
877672,03/10/2020,CANOVANAS CO.,18.3667,-65.9015,0,Heavy Rain,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15,0.52,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",1,0.2706705664732254,1.7337557995003632,0.8559046596840806,1,877672
888963,04/05/2020,SAN JUAN CO.,18.3982,-66.0706,0,Heavy Rain,0.275,0.0,0.0,0.0,0.0,0.0,0.0,15,2.85,Urban land,Urban land,1,0.275,0.275,0.275,1,888963
888964,04/05/2020,SAN JUAN CO.,18.4009,-66.1109,0,Heavy Rain,0.26,0.0,0.0,0.0,0.0,0.0,0.0,27,1.88,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,0.26,0.26,0.26,1,888964
888965,04/05/2020,SAN JUAN CO.,18.4154,-66.0789,0,Heavy Rain,2.16,0.0,0.0,0.0,0.0,0.0,0.0,5,1.57,Urban land,Urban land,1,2.16,2.16,2.16,1,888965
888968,04/08/2020,SAN JUAN CO.,18.4254,-66.0566,0,Heavy Rain,9.145,0.0,1.755,2.16,0.0,0.0,0.0,11,1.63,Urban land,Urban land,1,9.177143946249728,11.870951013614206,10.25466677319552,1,888968
888969,04/08/2020,SAN JUAN CO.,18.4246,-66.0972,0,Heavy Rain,9.145,0.0,1.755,2.16,0.0,0.0,0.0,-2,1.29,Hydraquents,"Hydraquents, saline",1,9.177143946249728,11.870951013614206,10.25466677319552,1,888969
888974,04/08/2020,LUQUILLO CO.,18.3552,-65.7388,0,Heavy Rain,6.57,1.3,3.29,0.46,3.06,0.635,0.0,45,3.51,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",0,6.8061943201515325,12.50785993751962,9.086860567098768,1,888974
888975,04/08/2020,FAJARDO CO.,18.3325,-65.6616,0,Heavy Rain,21.965,1.305,1.915,2.505,3.705,0.0,0.0,21,3.02,Urban land,Urban land,0,22.176686993095704,28.259490156567203,24.609808258484303,1,888975
905696,07/30/2020,CABO ROJO CO.,18.0977,-67.1576,0,Heavy Rain,196.27,5.15,0.045,0.0,2.895,1.875,0.375,28,1.86,Urban land,Urban land,0,196.96780091241857,203.4801270539124,199.57273136901608,1,905696
905705,07/30/2020,HORMIGUEROS CO.,18.1344,-67.0971,0,Heavy Rain,183.285,3.1,0.0,0.08,6.235,1.595,0.0,36,1.96,Urban land,Urban land,1,183.7045393780335,190.32627305153977,186.353232847436,1,905705
905700,07/30/2020,HORMIGUEROS CO.,18.153,-67.1499,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,11,1.06,Urban land,Urban land,1,181.6141321983828,187.9752504009361,184.15857947940412,1,905700
905711,07/30/2020,CAGUAS CO.,18.1748,-66.0565,0,Heavy Rain,84.94,13.195,0.045,0.0,0.12,0.0,26.55,163,12.59,Mucara,"Mucara clay, 40 to 60 percent slopes",1,86.7265732660571,107.747135592756,95.13479819673664,1,905711
905716,07/30/2020,GURABO CO.,18.2662,-65.9914,0,Heavy Rain,80.795,14.0,0.255,0.0,0.34,0.805,25.96,42,0.58,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,82.69436445322921,104.72572157743636,91.50690730291208,1,905716
905717,07/30/2020,GUANICA CO.,17.9932,-66.9124,0,Heavy Rain,140.455,5.205,0.0,0.0,0.705,0.0,0.805,10,0.0,San Anton,"San Anton clay loam, 0 to 2 percent slopes, occasionally flooded",1,141.1594201492466,145.7068458849851,142.978390443542,1,905717
905714,07/30/2020,CAGUAS CO.,18.2498,-66.0281,0,Heavy Rain,94.625,11.76,0.465,0.0,0.295,0.155,23.345,54,0.36,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",1,96.2250597029458,115.31837592789414,103.86238619292514,1,905714
905772,07/30/2020,MAYAGUEZ CO.,18.1522,-67.1414,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,22,2.94,Urban land,Urban land,1,181.6141321983828,187.9752504009361,184.15857947940412,1,905772
905774,07/30/2020,CAGUAS CO.,18.2413,-66.0287,0,Heavy Rain,94.625,11.76,0.465,0.0,0.295,0.155,23.345,59,3.19,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,96.2250597029458,115.31837592789414,103.86238619292514,1,905774
910956,07/30/2020,RINCON CO.,18.3187,-67.194,1,Heavy Rain,143.145,2.655,0.28,0.1,1.69,3.325,0.235,242,15.34,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",1,143.5094435558821,148.40394563460495,145.46724438737124,1,910956
910961,07/30/2020,MAYAGUEZ CO.,18.1566,-67.1494,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,8,0.77,Coloso,"Coloso silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,181.6141321983828,187.9752504009361,184.15857947940412,1,910961
910964,07/30/2020,SAN GERMAN CO.,18.1029,-67.051,0,Heavy Rain,183.285,3.1,0.0,0.08,6.235,1.595,0.0,48,6.05,Mucara,"Mucara loam, 20 to 40 percent slopes",1,183.7045393780335,190.32627305153977,186.353232847436,1,910964
910966,07/30/2020,HORMIGUEROS CO.,18.1396,-67.1228,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,23,2.34,Urban land,Urban land,1,181.6141321983828,187.9752504009361,184.15857947940412,1,910966
910990,07/30/2020,MAYAGUEZ CO.,18.1999,-67.1489,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,2,0.73,Leveled sandy land,Leveled sandy land,1,181.6141321983828,187.9752504009361,184.15857947940412,1,910990
910974,07/30/2020,MAYAGUEZ CO.,18.2281,-67.1457,0,Heavy Rain,173.475,3.445,0.115,0.0,6.98,5.23,0.12,69,1.55,Consumo,"Consumo clay, 20 to 40 percent slopes",1,173.94333634922234,183.10077436592127,177.60631155590193,1,910974
910977,07/30/2020,MAYAGUEZ CO.,18.1669,-67.1324,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,21,1.57,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,181.6141321983828,187.9752504009361,184.15857947940412,1,910977
910989,07/30/2020,GUANICA CO.,17.9732,-66.9077,0,Heavy Rain,140.455,5.205,0.0,0.0,0.705,0.0,0.805,12,0.82,Urban land,Urban land,1,141.1594201492466,145.7068458849851,142.978390443542,1,910989
917908,08/22/2020,NAGUABO CO.,18.2156,-65.7822,0,Heavy Rain,112.005,5.855,0.75,0.0,0.0,0.0,0.0,12,3.12,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,112.81112481251692,117.64417807284376,114.74434611664766,1,917908
917909,08/22/2020,CIALES CO.,18.259,-66.4996,0,Heavy Rain,69.925,17.75,0.0,0.0,0.0,0.0,11.3,292,31.26,Caguabo,"Caguabo-Rock outcrop complex, 20 to 60 percent slopes",1,72.32720127744987,90.10749587671526,79.43931911715603,1,917909
920634,09/09/2020,SAN JUAN CO.,18.4072,-66.0755,0,Heavy Rain,12.15,4.915,0.0,0.0,0.0,0.385,0.7,6,1.73,Urban land,Urban land,1,12.815172917107953,16.896239408175433,14.447599513534945,1,920634
920633,09/09/2020,SAN JUAN CO.,18.3967,-66.0697,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,13,1.57,Urban land,Urban land,1,2.633208796066339,10.577905170465767,5.8110873458261105,1,920633
920637,09/09/2020,SAN JUAN CO.,18.4149,-66.0901,0,Heavy Rain,12.15,4.915,0.0,0.0,0.0,0.385,0.7,7,0.93,Urban land,Urban land,1,12.815172917107953,16.896239408175433,14.447599513534945,1,920637
920639,09/09/2020,SAN JUAN CO.,18.4037,-66.0796,0,Heavy Rain,12.15,4.915,0.0,0.0,0.0,0.385,0.7,11,0.82,Urban land,Urban land,1,12.815172917107953,16.896239408175433,14.447599513534945,1,920639
920638,09/09/2020,SAN JUAN CO.,18.414,-66.1016,0,Heavy Rain,16.165,3.98,0.0,0.0,0.885,0.0,0.185,8,2.13,Urban land,Urban land,1,16.703634427281717,20.193458555432827,18.09956407854216,1,920638
920641,09/09/2020,SAN JUAN CO.,18.396,-66.0739,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,34,2.08,Urban land,Urban land,1,2.633208796066339,10.577905170465767,5.8110873458261105,1,920641
920642,09/09/2020,SAN JUAN CO.,18.3947,-66.0463,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,46,3.69,Urban land,Urban land,1,2.633208796066339,10.577905170465767,5.8110873458261105,1,920642
920636,09/09/2020,SAN JUAN CO.,18.3969,-66.0953,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,39,1.88,Urban land,Urban land,1,2.633208796066339,10.577905170465767,5.8110873458261105,1,920636
920640,09/09/2020,SAN JUAN CO.,18.403,-66.0547,0,Heavy Rain,12.15,4.915,0.0,0.0,0.0,0.385,0.7,20,1.96,Urban land,Urban land,1,12.815172917107953,16.896239408175433,14.447599513534945,1,920640
920643,09/09/2020,SAN JUAN CO.,18.4134,-66.1013,0,Heavy Rain,16.165,3.98,0.0,0.0,0.885,0.0,0.185,9,1.46,Urban land,Urban land,1,16.703634427281717,20.193458555432827,18.09956407854216,1,920643
920644,09/09/2020,SAN JUAN CO.,18.3955,-66.0537,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,18,3.35,Urban land,Urban land,1,2.633208796066339,10.577905170465767,5.8110873458261105,1,920644
920635,09/09/2020,SAN JUAN CO.,18.3957,-66.0714,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,25,2.58,Urban land,Urban land,1,2.633208796066339,10.577905170465767,5.8110873458261105,1,920635
920692,09/13/2020,ARECIBO CO.,18.4574,-66.742,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,31,1.65,Urban land,Urban land,1,16.834313140345557,35.068466930562074,24.12797465643217,1,920692
920693,09/13/2020,ARECIBO CO.,18.4677,-66.7521,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,40,1.82,Urban land,Urban land,1,16.834313140345557,35.068466930562074,24.12797465643217,1,920693
920694,09/13/2020,ARECIBO CO.,18.4532,-66.7466,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,55,3.19,Guerrero,"Guerrero sand, 2 to 12 percent slopes",1,16.834313140345557,35.068466930562074,24.12797465643217,1,920694
920696,09/13/2020,ARECIBO CO.,18.4669,-66.7271,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,10,3.81,Urban land,Urban land,1,16.834313140345557,35.068466930562074,24.12797465643217,1,920696
920695,09/13/2020,ARECIBO CO.,18.4601,-66.7474,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,47,1.65,Urban land,Urban land,1,16.834313140345557,35.068466930562074,24.12797465643217,1,920695
920697,09/13/2020,ARECIBO CO.,18.4417,-66.717,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,9,0.52,Coloso,"Coloso silty clay, 0 to 2 percent slopes, occasionally flooded",1,16.834313140345557,35.068466930562074,24.12797465643217,1,920697
920698,09/13/2020,ARECIBO CO.,18.4653,-66.7233,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,6,0.36,Urban land,Urban land,1,16.834313140345557,35.068466930562074,24.12797465643217,1,920698
920699,09/13/2020,HATILLO CO.,18.4244,-66.7876,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,141,1.88,Bayamon,"Bayamon sandy clay loam, 5 to 12 percent slopes",1,16.834313140345557,35.068466930562074,24.12797465643217,1,920699
920700,09/13/2020,ARECIBO CO.,18.4638,-66.7568,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,38,2.2,Espinosa,"Espinosa sandy loam, 2 to 5 percent slopes",1,16.834313140345557,35.068466930562074,24.12797465643217,1,920700
921014,09/13/2020,ARECIBO CO.,18.4826,-66.7662,1,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,8,1.29,Carrizales,"Carrizales fine sand, 2 to 12 percent slopes",1,16.834313140345557,35.068466930562074,24.12797465643217,1,921014
924296,10/14/2020,UTUADO CO.,18.2684,-66.7025,0,Heavy Rain,13.92,2.08,7.16,3.77,11.17,0.0,0.0,151,5.71,Urban land,Urban land,1,14.33263736357549,29.867510119618174,20.546586465992565,1,924296
924297,10/16/2020,NAGUABO CO.,18.2161,-65.7781,0,Heavy Rain,41.27,3.24,3.44,0.08,0.365,18.78,1.63,10,0.58,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,41.77149211546387,56.8073236274379,47.78582472025349,1,924297
924298,10/17/2020,YABUCOA CO.,18.0604,-65.8765,0,Heavy Rain,16.55,24.69,5.295,2.32,0.265,0.0,10.975,13,1.29,Reilly,Reilly soils,0,19.988409451027817,48.25076850877426,31.293353074126394,1,924298
924299,10/18/2020,UTUADO CO.,18.2693,-66.7013,0,Heavy Rain,14.095,1.365,5.36,6.74,13.92,2.08,7.16,147,2.38,Lirios,"Lirios clay loam, 40 to 60 percent slopes",1,14.377904486061592,35.614538357075276,22.872558034467065,1,924299
930414,11/08/2020,HUMACAO CO.,18.1867,-65.817,0,Heavy Rain,50.57,0.405,0.385,0.165,0.295,1.065,3.91,39,1.65,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",1,50.63186231068299,53.66514329174275,51.84517470310689,1,930414
929820,11/08/2020,GUAYAMA CO.,17.974,-66.1101,0,Heavy Rain,47.035,1.46,1.225,0.0,0.34,3.01,3.365,34,0.58,Urban land,Urban land,0,47.255026171164154,52.314740600104486,49.27891194274029,1,929820
929838,11/08/2020,LAS PIEDRAS CO.,18.2021,-65.8481,0,Heavy Rain,29.92,1.48,0.725,1.2,0.195,0.0,0.415,184,14.98,Pandura,"Pandura loam, 40 to 60 percent slopes",1,30.13357505738452,32.81576196289457,31.20644981958854,1,929838
929849,11/08/2020,LAS PIEDRAS CO.,18.2199,-65.8319,0,Heavy Rain,29.92,1.48,0.725,1.2,0.195,0.0,0.415,94,0.52,Mabi,"Mabi clay, 0 to 5 percent slopes, rarely flooded",1,30.13357505738452,32.81576196289457,31.20644981958854,1,929849
929851,11/08/2020,GUAYAMA CO.,17.9758,-66.1112,0,Heavy Rain,47.035,1.46,1.225,0.0,0.34,3.01,3.365,36,0.73,Urban land,Urban land,0,47.255026171164154,52.314740600104486,49.27891194274029,1,929851
929856,11/08/2020,LAS PIEDRAS CO.,18.1892,-65.8715,0,Heavy Rain,50.57,0.405,0.385,0.165,0.295,1.065,3.91,117,6.02,Pandura,"Pandura loam, 12 to 40 percent slopes",1,50.63186231068299,53.66514329174275,51.84517470310689,1,929856
929858,11/08/2020,LAS PIEDRAS CO.,18.2253,-65.8605,0,Heavy Rain,29.92,1.48,0.725,1.2,0.195,0.0,0.415,84,1.5,Urban land,"Urban land-Reilly, frequently flooded complex, 0 to 2 percent slopes",1,30.13357505738452,32.81576196289457,31.20644981958854,1,929858
929949,11/11/2020,HUMACAO CO.,18.124,-65.8533,0,Heavy Rain,52.015,76.32,46.405,50.57,0.405,0.385,0.165,162,5.15,Pandura,"Pandura loam, 40 to 60 percent slopes",1,63.19372603924999,186.47790413131725,112.5073972760769,1,929949
929952,11/11/2020,NAGUABO CO.,18.2184,-65.773,0,Heavy Rain,51.035,70.39,55.65,33.49,0.68,4.175,1.525,62,11.46,Sabana,"Sabana silty clay loam, 40 to 60 percent slopes",0,61.58051589118322,178.76595410104292,108.4546911751271,1,929952
929956,11/11/2020,PATILLAS CO.,17.9864,-65.9985,0,Heavy Rain,63.085,67.615,39.96,35.705,0.225,0.09,0.14,34,12.41,Pandura,"Pandura loam, 40 to 60 percent slopes",0,72.96758810603738,175.21814589724994,113.8678112225224,1,929956
930376,11/11/2020,ARROYO CO.,18.004,-65.906,0,Heavy Rain,51.845,66.605,41.08,38.14,0.0,0.855,0.0,9,0.77,Urban land,"Urban land-Talante, occasionally flooded complex, 0 to 2 percent slopes",0,61.611412985523785,165.71853348554924,103.25426118553398,1,930376
930377,11/11/2020,LAS PIEDRAS CO.,18.2337,-65.8588,0,Heavy Rain,36.565,82.73,40.32,29.92,1.48,0.725,1.2,96,2.2,Mabi,"Mabi clay, 0 to 5 percent slopes, rarely flooded",1,48.499774542158725,159.77237764301984,93.00881578250318,1,930377
950883,03/20/2021,TOA BAJA CO.,18.4425,-66.1666,0,Heavy Rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.36,Urban land,Urban land-Sabana Seca complex,1,0.0,0.0,0.0,1,950883
950886,03/20/2021,TOA BAJA CO.,18.4498,-66.1893,0,Heavy Rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.36,Saladar,Saladar muck,1,0.0,0.0,0.0,1,950886
950889,03/20/2021,TOA BAJA CO.,18.4516,-66.173,0,Heavy Rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.39,Tropopsamments,Tropopsamments,1,0.0,0.0,0.0,1,950889
950891,03/20/2021,CATANO CO.,18.4388,-66.1394,0,Heavy Rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.36,Urban land,Urban land-Sabana Seca complex,1,0.0,0.0,0.0,1,950891
950897,03/24/2021,GUAYNABO CO.,18.3962,-66.1079,0,Heavy Rain,0.415,0.0,0.0,0.0,0.0,0.0,0.0,26,2.08,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,0.415,0.415,0.415,1,950897
