event_id,date,location,lat,lon,deaths,flood_cause,rain_day_minus_0,rain_day_minus_1,rain_day_minus_2,rain_day_minus_3,rain_day_minus_4,rain_day_minus_5,rain_day_minus_6,elevation_m,slope_deg,soil_compname,soil_muname,is_karst
888975,04/08/2020,FAJARDO CO.,18.3325,-65.6616,0,Heavy Rain,21.965,1.305,1.915,2.505,3.705,0.0,0.0,21,3.02,Urban land,Urban land,0
905696,07/30/2020,CABO ROJO CO.,18.0977,-67.1576,0,Heavy Rain,196.27,5.15,0.045,0.0,2.895,1.875,0.375,28,1.86,Urban land,Urban land,0
905705,07/30/2020,HORMIGUEROS CO.,18.1344,-67.0971,0,Heavy Rain,183.285,3.1,0.0,0.08,6.235,1.595,0.0,36,1.96,Urban land,Urban land,1
905700,07/30/2020,HORMIGUEROS CO.,18.153,-67.1499,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,11,1.06,Urban land,Urban land,1
905711,07/30/2020,CAGUAS CO.,18.1748,-66.0565,0,Heavy Rain,84.94,13.195,0.045,0.0,0.12,0.0,26.55,163,12.59,Mucara,"Mucara clay, 40 to 60 percent slopes",1
905716,07/30/2020,GURABO CO.,18.2662,-65.9914,0,Heavy Rain,80.795,14.0,0.255,0.0,0.34,0.805,25.96,42,0.58,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1
905717,07/30/2020,GUANICA CO.,17.9932,-66.9124,0,Heavy Rain,140.455,5.205,0.0,0.0,0.705,0.0,0.805,10,0.0,San Anton,"San Anton clay loam, 0 to 2 percent slopes, occasionally flooded",1
905714,07/30/2020,CAGUAS CO.,18.2498,-66.0281,0,Heavy Rain,94.625,11.76,0.465,0.0,0.295,0.155,23.345,54,0.36,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",1
905772,07/30/2020,MAYAGUEZ CO.,18.1522,-67.1414,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,22,2.94,Urban land,Urban land,1
905774,07/30/2020,CAGUAS CO.,18.2413,-66.0287,0,Heavy Rain,94.625,11.76,0.465,0.0,0.295,0.155,23.345,59,3.19,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
910956,07/30/2020,RINCON CO.,18.3187,-67.194,1,Heavy Rain,143.145,2.655,0.28,0.1,1.69,3.325,0.235,242,15.34,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",1
910961,07/30/2020,MAYAGUEZ CO.,18.1566,-67.1494,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,8,0.77,Coloso,"Coloso silty clay loam, 0 to 2 percent slopes, occasionally flooded",1
910964,07/30/2020,SAN GERMAN CO.,18.1029,-67.051,0,Heavy Rain,183.285,3.1,0.0,0.08,6.235,1.595,0.0,48,6.05,Mucara,"Mucara loam, 20 to 40 percent slopes",1
910966,07/30/2020,HORMIGUEROS CO.,18.1396,-67.1228,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,23,2.34,Urban land,Urban land,1
910990,07/30/2020,MAYAGUEZ CO.,18.1999,-67.1489,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,2,0.73,Leveled sandy land,Leveled sandy land,1
910974,07/30/2020,MAYAGUEZ CO.,18.2281,-67.1457,0,Heavy Rain,173.475,3.445,0.115,0.0,6.98,5.23,0.12,69,1.55,Consumo,"Consumo clay, 20 to 40 percent slopes",1
910977,07/30/2020,MAYAGUEZ CO.,18.1669,-67.1324,0,Heavy Rain,181.215,2.935,0.105,0.08,6.15,1.25,0.0,21,1.57,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1
910989,07/30/2020,GUANICA CO.,17.9732,-66.9077,0,Heavy Rain,140.455,5.205,0.0,0.0,0.705,0.0,0.805,12,0.82,Urban land,Urban land,1
917908,08/22/2020,NAGUABO CO.,18.2156,-65.7822,0,Heavy Rain,112.005,5.855,0.75,0.0,0.0,0.0,0.0,12,3.12,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0
917909,08/22/2020,CIALES CO.,18.259,-66.4996,0,Heavy Rain,69.925,17.75,0.0,0.0,0.0,0.0,11.3,292,31.26,Caguabo,"Caguabo-Rock outcrop complex, 20 to 60 percent slopes",1
920634,09/09/2020,SAN JUAN CO.,18.4072,-66.0755,0,Heavy Rain,12.15,4.915,0.0,0.0,0.0,0.385,0.7,6,1.73,Urban land,Urban land,1
920633,09/09/2020,SAN JUAN CO.,18.3967,-66.0697,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,13,1.57,Urban land,Urban land,1
920637,09/09/2020,SAN JUAN CO.,18.4149,-66.0901,0,Heavy Rain,12.15,4.915,0.0,0.0,0.0,0.385,0.7,7,0.93,Urban land,Urban land,1
920639,09/09/2020,SAN JUAN CO.,18.4037,-66.0796,0,Heavy Rain,12.15,4.915,0.0,0.0,0.0,0.385,0.7,11,0.82,Urban land,Urban land,1
920638,09/09/2020,SAN JUAN CO.,18.414,-66.1016,0,Heavy Rain,16.165,3.98,0.0,0.0,0.885,0.0,0.185,8,2.13,Urban land,Urban land,1
920641,09/09/2020,SAN JUAN CO.,18.396,-66.0739,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,34,2.08,Urban land,Urban land,1
920642,09/09/2020,SAN JUAN CO.,18.3947,-66.0463,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,46,3.69,Urban land,Urban land,1
920636,09/09/2020,SAN JUAN CO.,18.3969,-66.0953,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,39,1.88,Urban land,Urban land,1
920640,09/09/2020,SAN JUAN CO.,18.403,-66.0547,0,Heavy Rain,12.15,4.915,0.0,0.0,0.0,0.385,0.7,20,1.96,Urban land,Urban land,1
920643,09/09/2020,SAN JUAN CO.,18.4134,-66.1013,0,Heavy Rain,16.165,3.98,0.0,0.0,0.885,0.0,0.185,9,1.46,Urban land,Urban land,1
920644,09/09/2020,SAN JUAN CO.,18.3955,-66.0537,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,18,3.35,Urban land,Urban land,1
920635,09/09/2020,SAN JUAN CO.,18.3957,-66.0714,0,Heavy Rain,1.56,7.93,0.0,0.345,0.0,0.01,4.51,25,2.58,Urban land,Urban land,1
920692,09/13/2020,ARECIBO CO.,18.4574,-66.742,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,31,1.65,Urban land,Urban land,1
920693,09/13/2020,ARECIBO CO.,18.4677,-66.7521,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,40,1.82,Urban land,Urban land,1
920694,09/13/2020,ARECIBO CO.,18.4532,-66.7466,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,55,3.19,Guerrero,"Guerrero sand, 2 to 12 percent slopes",1
920696,09/13/2020,ARECIBO CO.,18.4669,-66.7271,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,10,3.81,Urban land,Urban land,1
920695,09/13/2020,ARECIBO CO.,18.4601,-66.7474,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,47,1.65,Urban land,Urban land,1
920697,09/13/2020,ARECIBO CO.,18.4417,-66.717,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,9,0.52,Coloso,"Coloso silty clay, 0 to 2 percent slopes, occasionally flooded",1
920698,09/13/2020,ARECIBO CO.,18.4653,-66.7233,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,6,0.36,Urban land,Urban land,1
920699,09/13/2020,HATILLO CO.,18.4244,-66.7876,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,141,1.88,Bayamon,"Bayamon sandy clay loam, 5 to 12 percent slopes",1
920700,09/13/2020,ARECIBO CO.,18.4638,-66.7568,0,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,38,2.2,Espinosa,"Espinosa sandy loam, 2 to 5 percent slopes",1
921014,09/13/2020,ARECIBO CO.,18.4826,-66.7662,1,Heavy Rain,16.385,3.32,0.0,0.0,15.35,12.0,2.975,8,1.29,Carrizales,"Carrizales fine sand, 2 to 12 percent slopes",1
924296,10/14/2020,UTUADO CO.,18.2684,-66.7025,0,Heavy Rain,13.92,2.08,7.16,3.77,11.17,0.0,0.0,151,5.71,Urban land,Urban land,1
924297,10/16/2020,NAGUABO CO.,18.2161,-65.7781,0,Heavy Rain,41.27,3.24,3.44,0.08,0.365,18.78,1.63,10,0.58,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0
924298,10/17/2020,YABUCOA CO.,18.0604,-65.8765,0,Heavy Rain,16.55,24.69,5.295,2.32,0.265,0.0,10.975,13,1.29,Reilly,Reilly soils,0
924299,10/18/2020,UTUADO CO.,18.2693,-66.7013,0,Heavy Rain,14.095,1.365,5.36,6.74,13.92,2.08,7.16,147,2.38,Lirios,"Lirios clay loam, 40 to 60 percent slopes",1
930414,11/08/2020,HUMACAO CO.,18.1867,-65.817,0,Heavy Rain,50.57,0.405,0.385,0.165,0.295,1.065,3.91,39,1.65,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",1
929820,11/08/2020,GUAYAMA CO.,17.974,-66.1101,0,Heavy Rain,47.035,1.46,1.225,0.0,0.34,3.01,3.365,34,0.58,Urban land,Urban land,0
929838,11/08/2020,LAS PIEDRAS CO.,18.2021,-65.8481,0,Heavy Rain,29.92,1.48,0.725,1.2,0.195,0.0,0.415,184,14.98,Pandura,"Pandura loam, 40 to 60 percent slopes",1
929849,11/08/2020,LAS PIEDRAS CO.,18.2199,-65.8319,0,Heavy Rain,29.92,1.48,0.725,1.2,0.195,0.0,0.415,94,0.52,Mabi,"Mabi clay, 0 to 5 percent slopes, rarely flooded",1
929851,11/08/2020,GUAYAMA CO.,17.9758,-66.1112,0,Heavy Rain,47.035,1.46,1.225,0.0,0.34,3.01,3.365,36,0.73,Urban land,Urban land,0
929856,11/08/2020,LAS PIEDRAS CO.,18.1892,-65.8715,0,Heavy Rain,50.57,0.405,0.385,0.165,0.295,1.065,3.91,117,6.02,Pandura,"Pandura loam, 12 to 40 percent slopes",1
929858,11/08/2020,LAS PIEDRAS CO.,18.2253,-65.8605,0,Heavy Rain,29.92,1.48,0.725,1.2,0.195,0.0,0.415,84,1.5,Urban land,"Urban land-Reilly, frequently flooded complex, 0 to 2 percent slopes",1
929949,11/11/2020,HUMACAO CO.,18.124,-65.8533,0,Heavy Rain,52.015,76.32,46.405,50.57,0.405,0.385,0.165,162,5.15,Pandura,"Pandura loam, 40 to 60 percent slopes",1
929952,11/11/2020,NAGUABO CO.,18.2184,-65.773,0,Heavy Rain,51.035,70.39,55.65,33.49,0.68,4.175,1.525,62,11.46,Sabana,"Sabana silty clay loam, 40 to 60 percent slopes",0
929956,11/11/2020,PATILLAS CO.,17.9864,-65.9985,0,Heavy Rain,63.085,67.615,39.96,35.705,0.225,0.09,0.14,34,12.41,Pandura,"Pandura loam, 40 to 60 percent slopes",0
930376,11/11/2020,ARROYO CO.,18.004,-65.906,0,Heavy Rain,51.845,66.605,41.08,38.14,0.0,0.855,0.0,9,0.77,Urban land,"Urban land-Talante, occasionally flooded complex, 0 to 2 percent slopes",0
930377,11/11/2020,LAS PIEDRAS CO.,18.2337,-65.8588,0,Heavy Rain,36.565,82.73,40.32,29.92,1.48,0.725,1.2,96,2.2,Mabi,"Mabi clay, 0 to 5 percent slopes, rarely flooded",1
950883,03/20/2021,TOA BAJA CO.,18.4425,-66.1666,0,Heavy Rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.36,Urban land,Urban land-Sabana Seca complex,1
950886,03/20/2021,TOA BAJA CO.,18.4498,-66.1893,0,Heavy Rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.36,Saladar,Saladar muck,1
950889,03/20/2021,TOA BAJA CO.,18.4516,-66.173,0,Heavy Rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.39,Tropopsamments,Tropopsamments,1
950891,03/20/2021,CATANO CO.,18.4388,-66.1394,0,Heavy Rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.36,Urban land,Urban land-Sabana Seca complex,1
950897,03/24/2021,GUAYNABO CO.,18.3962,-66.1079,0,Heavy Rain,0.415,0.0,0.0,0.0,0.0,0.0,0.0,26,2.08,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
956004,04/07/2021,LOIZA CO.,18.3871,-65.8732,0,Heavy Rain,7.75,1.075,0.0,0.0,0.41,5.46,0.0,9,1.15,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",1
956169,04/07/2021,CANOVANAS CO.,18.3993,-65.9082,0,Heavy Rain,7.92,0.32,0.0,0.0,0.0,1.04,0.0,0,0.36,Coloso,"Coloso silty clay loam, 0 to 2 percent slopes, occasionally flooded",1
962022,05/23/2021,HUMACAO CO.,18.1479,-65.7999,0,Heavy Rain,87.8,0.235,0.49,0.0,3.98,0.0,0.0,11,0.93,Talante,Talante soils,0
959320,05/23/2021,NAGUABO CO.,18.2306,-65.8207,0,Heavy Rain,79.05,0.0,0.0,0.0,0.0,0.0,0.0,293,10.13,Naranjito,"Naranjito silty clay loam, 40 to 60 percent slopes",1
959321,05/23/2021,HUMACAO CO.,18.1145,-65.8013,0,Heavy Rain,76.38,0.0,0.0,0.0,0.0,0.0,0.0,17,0.93,Urban land,Urban land,1
959322,05/23/2021,HUMACAO CO.,18.1606,-65.7657,0,Heavy Rain,87.8,0.235,0.49,0.0,3.98,0.0,0.0,2,1.29,Aguadilla,Aguadilla loamy sand,0
966049,06/09/2021,BAYAMON CO.,18.348,-66.1409,0,Heavy Rain,40.735,26.725,47.235,0.04,13.3,0.01,0.01,46,2.43,Mucara,"Mucara clay, 40 to 60 percent slopes",1
966052,06/09/2021,BAYAMON CO.,18.3514,-66.1428,0,Heavy Rain,40.735,26.725,47.235,0.04,13.3,0.01,0.01,43,1.65,Made land,Made land,1
966056,06/09/2021,GUAYNABO CO.,18.4057,-66.1084,0,Heavy Rain,63.9,17.275,21.635,0.05,30.805,0.0,0.5,34,0.26,Urban land,Urban land,1
966381,06/09/2021,NAGUABO CO.,18.2218,-65.6894,0,Heavy Rain,38.17,15.775,12.465,3.24,5.205,0.545,1.265,23,3.83,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0
967171,06/09/2021,HUMACAO CO.,18.1492,-65.7912,0,Heavy Rain,40.935,31.835,20.725,9.83,2.925,0.965,1.735,9,0.93,Fortuna,Fortuna clay,0
967286,06/10/2021,CAROLINA CO.,18.374,-65.9262,0,Heavy Rain,16.615,58.8,29.58,47.9,0.08,2.32,0.76,13,0.58,Mabi,"Mabi clay, 0 to 5 percent slopes, rarely flooded",1
968805,06/10/2021,SAN JUAN CO.,18.4517,-66.0691,0,Heavy Rain,36.76,66.04,21.96,28.115,1.335,8.295,0.575,4,0.77,Urban land,Urban land,1
968804,06/10/2021,SAN JUAN CO.,18.4468,-66.0523,0,Heavy Rain,36.76,66.04,21.96,28.115,1.335,8.295,0.575,4,0.58,Urban land,Urban land,1
968808,06/10/2021,SAN JUAN CO.,18.4466,-66.0505,0,Heavy Rain,36.76,66.04,21.96,28.115,1.335,8.295,0.575,1,1.15,Urban land,Urban land,1
968809,06/10/2021,CAROLINA CO.,18.4407,-66.0288,0,Heavy Rain,36.76,66.04,21.96,28.115,1.335,8.295,0.575,3,0.36,Urban land,Urban land,1
968810,06/10/2021,CANOVANAS CO.,18.3794,-65.8905,0,Heavy Rain,24.76,93.52,28.37,35.13,0.58,2.23,0.69,12,0.0,Mabi,"Mabi clay, 0 to 5 percent slopes, rarely flooded",1
968820,06/10/2021,RIO GRANDE CO.,18.3598,-65.7709,0,Heavy Rain,14.66,77.745,24.33,28.115,3.015,3.285,0.685,27,6.78,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",0
968840,06/10/2021,RIO GRANDE CO.,18.3733,-65.8721,0,Heavy Rain,24.76,93.52,28.37,35.13,0.58,2.23,0.69,20,0.93,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",1
968839,06/10/2021,RIO GRANDE CO.,18.3514,-65.8208,0,Heavy Rain,24.76,93.52,28.37,35.13,0.58,2.23,0.69,42,4.92,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",1
968837,06/10/2021,RIO GRANDE CO.,18.3739,-65.798,0,Heavy Rain,14.66,77.745,24.33,28.115,3.015,3.285,0.685,11,4.19,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",0
968835,06/10/2021,RIO GRANDE CO.,18.3635,-65.8088,0,Heavy Rain,24.76,93.52,28.37,35.13,0.58,2.23,0.69,48,4.4,Rubble land,"Rubble land-Pandura complex, 40 to 60 percent slopes",1
968834,06/10/2021,RIO GRANDE CO.,18.3518,-65.7877,0,Heavy Rain,14.66,77.745,24.33,28.115,3.015,3.285,0.685,234,3.65,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",0
968876,06/27/2021,NAGUABO CO.,18.22,-65.7857,0,Heavy Rain,62.535,29.95,0.62,0.45,0.0,2.155,2.965,15,0.52,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0
968881,06/27/2021,NAGUABO CO.,18.2136,-65.7802,0,Heavy Rain,62.535,29.95,0.62,0.45,0.0,2.155,2.965,10,1.29,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0
975935,08/02/2021,SAN JUAN CO.,18.3942,-66.0964,0,Heavy Rain,10.95,0.0,0.0,0.0,0.0,5.435,0.0,33,2.06,Urban land,Urban land,1
975940,08/02/2021,SAN JUAN CO.,18.3972,-66.0847,0,Heavy Rain,10.95,0.0,0.0,0.0,0.0,5.435,0.0,16,0.93,Urban land,Urban land,1
975939,08/04/2021,SAN JUAN CO.,18.4013,-66.0925,0,Heavy Rain,9.375,0.0,0.29,0.0,0.45,0.0,1.065,39,1.15,Urban land,Urban land,1
976064,09/03/2021,ARECIBO CO.,18.4623,-66.7251,0,Heavy Rain,15.055,0.24,5.255,9.285,0.0,0.0,0.23,5,0.82,Urban land,Urban land,1
981381,09/21/2021,VEGA BAJA CO.,18.3901,-66.3807,0,Heavy Rain,18.855,16.375,1.17,0.0,0.39,2.875,8.54,135,7.46,Jobos,"Jobos sandy loam, 2 to 12 percent slopes",1
981380,09/21/2021,VEGA BAJA CO.,18.4468,-66.4099,0,Heavy Rain,28.355,12.06,0.0,0.0,0.36,2.905,7.89,18,2.43,Algarrobo,"Algarrobo fine sand, 2 to 12 percent slopes",1
986664,10/02/2021,ARROYO CO.,17.9619,-66.0638,0,Heavy Rain,49.71,3.515,0.0,1.71,0.0,0.79,0.0,3,1.63,Urban land,Urban land,0
987108,10/13/2021,SAN JUAN CO.,18.3549,-66.0415,0,Heavy Rain,22.87,8.635,41.515,6.78,0.0,0.035,0.0,108,4.59,Humatas,"Humatas clay, 20 to 40 percent slopes",1
987883,10/16/2021,SAN JUAN CO.,18.4183,-66.0908,0,Heavy Rain,10.345,26.255,4.98,21.57,5.01,47.28,9.335,10,0.0,Urban land,Urban land,1
987884,10/16/2021,SAN JUAN CO.,18.3779,-66.0529,0,Heavy Rain,11.505,17.85,3.705,22.87,8.635,41.515,6.78,29,2.01,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
987885,10/16/2021,SAN JUAN CO.,18.4012,-66.0852,0,Heavy Rain,10.345,26.255,4.98,21.57,5.01,47.28,9.335,19,1.73,Urban land,Urban land,1
987886,10/16/2021,SAN JUAN CO.,18.4082,-66.0713,0,Heavy Rain,10.345,26.255,4.98,21.57,5.01,47.28,9.335,7,1.57,Bajura,"Bajura clay, 0 to 2 percent slopes, frequently flooded",1
988231,10/18/2021,SAN GERMAN CO.,18.0754,-67.0338,0,Heavy Rain,7.12,0.97,0.0,21.405,2.165,1.04,10.27,77,8.32,El Cacique,"El Cacique-La Taina complex, 20 to 60 percent slopes, very stony",0
988251,10/20/2021,SAN JUAN CO.,18.3992,-66.0875,0,Heavy Rain,10.12,0.0,0.0,12.085,11.505,17.85,3.705,23,1.57,Urban land,Urban land,1
988256,10/20/2021,SAN JUAN CO.,18.3584,-66.0453,0,Heavy Rain,10.12,0.0,0.0,12.085,11.505,17.85,3.705,94,3.23,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
988257,10/20/2021,SAN JUAN CO.,18.3547,-66.0501,0,Heavy Rain,10.12,0.0,0.0,12.085,11.505,17.85,3.705,85,3.19,Humatas,"Humatas clay, 40 to 60 percent slopes",1
999057,01/31/2022,GUAYNABO CO.,18.367,-66.1234,0,Heavy Rain,0.58,0.0,0.0,0.0,0.0,0.0,0.0,32,1.5,Rio Piedras,"Rio Piedras clay, 20 to 40 percent slopes, eroded",1
999058,01/31/2022,GUAYNABO CO.,18.3991,-66.1072,0,Heavy Rain,0.58,0.0,0.0,0.0,0.0,0.0,0.0,20,2.85,Urban land,Urban land,1
999059,01/31/2022,SAN JUAN CO.,18.3865,-66.0956,0,Heavy Rain,0.58,0.0,0.0,0.0,0.0,0.0,0.0,32,1.29,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
999064,01/31/2022,GUAYNABO CO.,18.3632,-66.0915,0,Heavy Rain,0.58,0.0,0.0,0.0,0.0,0.0,0.0,50,3.65,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
999063,01/31/2022,SAN JUAN CO.,18.3543,-66.0745,0,Heavy Rain,0.58,0.0,0.0,0.0,0.0,0.0,0.0,105,1.88,Humatas,"Humatas clay, 20 to 40 percent slopes",1
999062,01/31/2022,GUAYNABO CO.,18.3733,-66.1058,0,Heavy Rain,0.58,0.0,0.0,0.0,0.0,0.0,0.0,39,1.63,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
999060,01/31/2022,SAN JUAN CO.,18.3931,-66.084,0,Heavy Rain,0.58,0.0,0.0,0.0,0.0,0.0,0.0,24,2.01,Urban land,Urban land,1
999061,01/31/2022,GUAYNABO CO.,18.3994,-66.1057,0,Heavy Rain,0.58,0.0,0.0,0.0,0.0,0.0,0.0,27,4.64,Urban land,Urban land,1
1008918,02/01/2022,ADJUNTAS CO.,18.3424,-66.3206,0,Heavy Rain,39.345,0.0,0.0,0.0,0.0,0.0,0.0,82,3.3,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
1008919,02/01/2022,VEGA ALTA CO.,18.4,-66.3459,0,Heavy Rain,39.345,0.0,0.0,0.0,0.0,0.0,0.0,34,7.16,Colinas,"Colinas clay loam, 40 to 60 percent slopes",1
1007653,02/04/2022,NARANJITO CO.,18.29,-66.25,0,Heavy Rain,41.66,8.015,0.0,10.735,0.0,0.0,0.0,443,7.99,Mucara,"Mucara clay, 40 to 60 percent slopes",1
1007654,02/05/2022,TOA BAJA CO.,18.44,-66.25,0,Heavy Rain,91.815,50.19,8.615,0.0,3.855,0.765,0.0,6,0.58,Bajura,"Bajura clay, 0 to 2 percent slopes, frequently flooded",1
1008911,02/05/2022,BAYAMON CO.,18.42,-66.19,0,Heavy Rain,91.65,32.48,7.315,0.0,2.76,15.845,0.0,56,6.28,Tanama,"Tanama-Rock outcrop complex, 20 to 60 percent slopes",1
1008917,02/05/2022,BAYAMON CO.,18.4078,-66.1917,0,Heavy Rain,91.65,32.48,7.315,0.0,2.76,15.845,0.0,62,1.39,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
1007657,02/05/2022,SAN JUAN CO.,18.4651,-66.1096,0,Heavy Rain,91.65,32.48,7.315,0.0,2.76,15.845,0.0,8,3.87,Urban land,Urban land,1
1007659,02/05/2022,TOA BAJA CO.,18.42,-66.22,0,Heavy Rain,91.815,50.19,8.615,0.0,3.855,0.765,0.0,60,8.7,Tanama,"Tanama-Rock outcrop complex, 20 to 60 percent slopes",1
1007662,02/05/2022,SAN JUAN CO.,18.41,-66.08,0,Heavy Rain,71.0,48.405,16.255,0.0,0.52,28.405,0.0,14,2.31,Urban land,Urban land,1
1007665,02/05/2022,BAYAMON CO.,18.3811,-66.1474,0,Heavy Rain,56.38,56.795,4.785,0.0,5.725,0.58,0.0,26,1.15,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
1007666,02/05/2022,TOA BAJA CO.,18.4,-66.21,0,Heavy Rain,61.95,41.14,4.81,0.0,6.92,0.0,0.0,76,1.32,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
1007667,02/05/2022,BAYAMON CO.,18.42,-66.17,0,Heavy Rain,91.65,32.48,7.315,0.0,2.76,15.845,0.0,12,0.58,Urban land,Urban land-Sabana Seca complex,1
1007668,02/05/2022,VEGA ALTA CO.,18.4129,-66.3304,0,Heavy Rain,87.09,87.435,5.37,0.79,8.575,0.0,0.0,32,1.29,Urban land,Urban land,1
1007669,02/05/2022,TOA BAJA CO.,18.4179,-66.2258,0,Heavy Rain,91.815,50.19,8.615,0.0,3.855,0.765,0.0,46,7.35,Tanama,"Tanama-Rock outcrop complex, 20 to 60 percent slopes",1
1007672,02/05/2022,TOA BAJA CO.,18.3972,-66.2077,0,Heavy Rain,61.95,41.14,4.81,0.0,6.92,0.0,0.0,89,3.12,Lares,"Lares clay, 5 to 12 percent slopes, eroded",1
1007673,02/05/2022,VEGA ALTA CO.,18.42,-66.32,0,Heavy Rain,87.09,87.435,5.37,0.79,8.575,0.0,0.0,43,5.82,Bayamon,"Bayamon clay, 2 to 5 percent slopes",1
1031763,05/03/2022,BAYAMON CO.,18.4037,-66.157,0,Heavy Rain,8.46,6.56,36.145,40.35,0.0,0.0,0.0,1,1.57,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1
1031764,05/03/2022,GUAYNABO CO.,18.42,-66.1,0,Heavy Rain,8.46,6.56,36.145,40.35,0.0,0.0,0.0,5,2.85,Urban land,Urban land,1
1031781,05/03/2022,SAN JUAN CO.,18.4172,-66.0881,0,Heavy Rain,51.085,6.34,32.31,45.565,0.0,0.0,0.0,6,1.86,Urban land,Urban land,1
1031765,05/03/2022,GUAYNABO CO.,18.41,-66.1,0,Heavy Rain,8.46,6.56,36.145,40.35,0.0,0.0,0.0,17,4.16,Urban land,Urban land,1
1031766,05/03/2022,CAROLINA CO.,18.3824,-65.9723,0,Heavy Rain,17.505,5.385,42.86,75.965,0.0,0.0,0.0,13,0.73,Urban land,Urban land,1
1031767,05/03/2022,BAYAMON CO.,18.39,-66.13,0,Heavy Rain,9.91,3.96,29.39,62.1,0.0,0.0,0.0,24,2.13,Daguey,"Daguey clay, 12 to 20 percent slopes",1
1031768,05/03/2022,BAYAMON CO.,18.398,-66.137,0,Heavy Rain,9.91,3.96,29.39,62.1,0.0,0.0,0.0,19,0.73,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1
1032059,05/25/2022,OROCOVIS CO.,18.2104,-66.4235,0,Heavy Rain,20.41,14.19,12.04,5.42,0.0,0.0,0.0,810,12.12,Maricao,"Maricao clay, 20 to 60 percent slopes",1
1045044,07/02/2022,FAJARDO CO.,18.32,-65.65,0,Heavy Rain,73.43,0.0,1.15,0.225,0.0,0.0,0.0,7,3.09,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0
1045050,07/02/2022,NAGUABO CO.,18.214,-65.7084,0,Heavy Rain,166.835,0.0,0.385,0.19,0.015,0.0,2.12,16,4.73,Daguao,"Daguao clay, 20 to 40 percent slopes, eroded",0
