event_id,date,location,lat,lon,deaths,flood_cause,rain_day_minus_0,rain_day_minus_1,rain_day_minus_2,rain_day_minus_3,rain_day_minus_4,rain_day_minus_5,rain_day_minus_6,elevation_m,slope_deg,soil_compname,soil_muname,is_karst,flood_event_id,KSI_fast,KSI_slow,KSI_combined
ctrl_0212,05/14/2018,GUAYNABO CO.,18.3721,-66.0762,0,None,0.425,1.175,0.64,0.0,0.0,0.0,0.385,62,3.1,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,783757,0.5957409666918098,2.087910545360272,1.1926087981591946
ctrl_0213,06/16/2024,SAN JUAN CO.,18.3989,-66.08,0,None,4.28,0.0,0.02,0.0,0.0,0.0,0.0,10,0.0,Urban land,Urban land,1,784420,4.280366312777775,4.295029545861506,4.286231606011267
ctrl_0214,03/09/2022,GUAYNABO CO.,18.3941,-66.0696,0,None,0.385,0.0,0.525,1.865,0.43,0.79,1.88,11,0.36,Urban land,Urban land,1,784409,0.39461571041658544,3.4218470745459393,1.6055082560683271
ctrl_0215,09/17/2020,GUAYNABO CO.,18.3962,-66.0694,0,None,0.0,0.0,1.405,0.0,0.0,2.235,0.0,12,1.03,Urban land,Urban land,1,783761,0.025733472638671522,2.149951205880567,0.8754205659354297
ctrl_0216,11/06/2021,GUAYNABO CO.,18.3803,-66.0665,0,None,0.0,0.0,2.17,28.815,1.455,0.0,0.0,35,3.1,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,783758,0.03974493638855316,21.223587036252027,8.513281776333942
ctrl_0217,04/01/2017,GUAYNABO CO.,18.4012,-66.1064,0,None,0.0,0.0,0.0,0.0,5.805,0.0,0.0,17,2.43,Urban land,Urban land,1,783676,0.0,3.2781886982550423,1.311275479302017
ctrl_0218,09/25/2016,SAN JUAN CO.,18.3964,-66.0477,0,None,0.0,0.0,0.0,15.365,15.3,6.96,3.38,35,2.58,Urban land,Urban land,1,783675,0.0,23.491138554587874,9.39645542183515
ctrl_0219,03/19/2019,UTUADO CO.,18.24,-66.71,0,None,0.0,0.0,0.0,0.0,0.0,2.515,0.83,224,4.92,Lirios,"Lirios clay loam, 40 to 60 percent slopes",1,788504,0.0,1.5834267356976055,0.6333706942790422
ctrl_0220,07/28/2023,UTUADO CO.,18.2672,-66.7104,0,None,2.595,3.7,2.16,4.95,0.77,0.48,0.0,134,1.32,Urban land,Urban land,1,789304,3.135302327975133,11.320075467430328,6.409211583757211
ctrl_0221,10/30/2016,UTUADO CO.,18.2662,-66.7004,0,None,17.67,38.225,2.065,1.42,4.93,13.99,17.125,142,1.65,Urban land,Urban land,1,788532,22.88101299602476,70.18338493076305,41.801961769920084
ctrl_0222,01/25/2021,UTUADO CO.,18.2651,-66.695,0,None,0.0,0.0,0.0,0.0,0.0,11.985,2.025,149,2.69,Urban land,Urban land,1,788533,0.0,6.7265118022859065,2.690604720914363
ctrl_0223,10/02/2023,NAGUABO CO.,18.216,-65.7776,0,None,0.26,11.295,2.92,1.54,0.185,11.895,0.0,10,0.52,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",0,792026,1.8420936897126443,19.176486615057353,8.775850859850529
ctrl_0224,12/19/2020,CAGUAS CO.,18.1817,-66.0531,0,None,1.12,0.0,0.0,0.0,0.0,0.0,0.0,114,2.38,Rio Arriba,"Rio Arriba clay, 5 to 12 percent slopes, eroded",1,794102,1.12,1.12,1.12
ctrl_0225,01/10/2015,NAGUABO CO.,18.2124,-65.7782,0,None,1.5,2.845,0.275,0.32,0.26,0.26,0.55,9,1.06,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,821318,1.8900656815025652,4.888896987124056,3.0895982037511613
ctrl_0226,09/26/2021,NAGUABO CO.,18.2133,-65.7435,0,None,0.145,0.0,0.0,0.29,16.255,8.73,7.69,19,2.74,Mabi,"Mabi clay, 0 to 5 percent slopes, rarely flooded",0,821321,0.145,17.05053627110808,6.907214508443232
ctrl_0227,08/27/2018,SAN SEBASTIAN CO.,18.3534,-67.0321,0,None,15.475,16.21,2.58,17.75,18.515,11.515,13.42,62,3.83,Plata,"Plata clay, 20 to 40 percent slopes, eroded",1,831455,17.716039289598427,64.81685727001758,36.55636648176609
ctrl_0228,07/01/2020,SAN SEBASTIAN CO.,18.355,-67.035,0,None,15.395,7.81,12.025,0.0,0.0,4.1,1.855,63,0.26,Plata,"Plata clay, 20 to 40 percent slopes, eroded",1,829409,16.672214119714972,33.99616327919348,23.601793783506377
ctrl_0229,03/28/2015,SAN SEBASTIAN CO.,18.3638,-66.9854,0,None,0.0,0.065,0.305,0.0,0.35,0.32,0.0,175,7.48,Colinas,"Colinas cobbly clay loam, 20 to 40 percent slopes",1,831463,0.014383063271443751,0.6398523116326646,0.26457076261593215
ctrl_0230,04/10/2016,SAN SEBASTIAN CO.,18.3476,-66.9997,0,None,1.075,0.0,0.275,6.395,0.0,0.0,0.0,70,2.38,Santoni,Santoni clay,1,831457,1.0800368006944019,5.447609028506804,2.827065691819363
ctrl_0231,02/02/2019,MOCA CO.,18.3804,-67.0909,0,None,0.0,0.32,0.815,0.335,0.0,0.365,0.0,80,3.35,Rio Piedras,"Rio Piedras clay, 12 to 20 percent slopes, eroded",1,829410,0.05823453633003442,1.2867697117876076,0.5496486065130637
ctrl_0232,11/15/2024,AGUADA CO.,18.3619,-67.1791,0,None,0.96,1.385,0.455,19.795,9.365,29.105,25.01,41,3.23,Malaya,"Malaya clay, 20 to 60 percent slopes",1,845340,1.1557729829770826,45.54804428771881,18.912681504873774
ctrl_0233,05/06/2024,AGUADA CO.,18.3842,-67.2007,0,None,6.19,1.18,5.505,5.775,2.615,3.485,7.175,36,1.57,Colinas,"Colinas clay loam, 20 to 40 percent slopes",1,845347,6.4505232263016845,21.339524717664897,12.406123822846968
ctrl_0234,01/25/2024,NAGUABO CO.,18.2183,-65.7631,0,None,0.09,2.165,0.0,0.0,0.505,0.06,0.7,15,0.82,Mabi,"Mabi clay, 0 to 5 percent slopes, rarely flooded",0,845571,0.3830008882072665,2.5784067961203436,1.2611632513724975
ctrl_0235,06/20/2018,RIO GRANDE CO.,18.3499,-65.765,0,None,22.805,7.005,0.0,0.435,0.285,0.45,0.0,38,2.13,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",0,844871,23.753023659072472,29.542094089348872,26.068651831183033
ctrl_0236,09/14/2017,NAGUABO CO.,18.215,-65.7777,0,None,7.885,0.09,0.0,4.71,0.495,0.0,10.755,11,0.58,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,845166,7.897180175491295,15.874962397598225,11.088293064334067
ctrl_0237,09/02/2015,NAGUABO CO.,18.2142,-65.7843,0,None,30.83,10.91,0.3,12.34,4.495,24.805,10.85,19,1.63,Rio Arriba,"Rio Arriba clay, 5 to 12 percent slopes, eroded",0,845552,32.312002631778064,67.83777324346029,46.52231087645096
ctrl_0238,09/20/2017,VIEQUES CO.,18.1409,-65.4541,0,None,173.79,22.395,0.47,0.25,1.28,7.08,9.475,22,2.01,Urban land,Urban land,0,845554,176.82944201836165,201.9295115156557,186.86946981727925
ctrl_0239,11/12/2024,VIEQUES CO.,18.1007,-65.4874,0,None,3.44,66.64,65.615,10.755,13.195,16.295,14.62,34,3.66,Vieques,"Vieques loam, 12 to 40 percent slopes, eroded",0,845555,13.660523920572164,139.15602085440344,63.85872269410468
ctrl_0240,05/19/2021,FAJARDO CO.,18.3323,-65.6607,0,None,0.0,0.0,0.0,1.07,2.02,1.0,0.39,21,1.5,Urban land,Urban land,0,851063,0.0,2.4928174673848664,0.9971269869539466
ctrl_0241,11/26/2015,FAJARDO CO.,18.3334,-65.6569,0,None,2.35,2.095,1.655,3.36,0.2,0.725,1.945,14,0.93,Urban land,Urban land,0,851066,2.6638398007415587,8.891905865742586,5.15506622674197
ctrl_0242,12/24/2015,LAS PIEDRAS CO.,18.2189,-65.8286,0,None,0.75,0.615,0.17,0.4,0.315,0.46,0.0,100,1.46,Mabi,"Mabi clay, 0 to 5 percent slopes, rarely flooded",1,851067,0.8363448578016016,2.074532043010225,1.3316197318850511
ctrl_0243,03/24/2023,HUMACAO CO.,18.1514,-65.8246,0,None,0.0,0.0,0.615,0.0,0.0,0.105,0.0,25,0.93,Urban land,Urban land,1,851068,0.011264117916571519,0.5135604094947809,0.21218263454785527
ctrl_0244,06/20/2020,LUQUILLO CO.,18.3796,-65.7517,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.82,Fortuna,Fortuna clay,0,851069,0.0,0.0,0.0
ctrl_0245,03/03/2024,LUQUILLO CO.,18.3496,-65.7106,0,None,1.065,0.0,0.0,0.105,18.405,8.1,15.155,22,0.26,Aceitunas,"Aceitunas silty clay loam, 5 to 12 percent slopes",0,851070,1.065,21.92369605523907,9.408478422095628
ctrl_0246,10/18/2015,NAGUABO CO.,18.2205,-65.782,0,None,1.55,3.2,13.07,0.46,0.0,0.88,0.32,13,0.26,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,851071,2.2224583066329164,15.012075437185597,7.33830515885399
ctrl_0247,07/20/2023,HUMACAO CO.,18.1556,-65.8273,0,None,0.0,0.0,0.35,10.26,0.14,0.115,0.0,30,0.36,Fortuna,Fortuna clay,1,853173,0.006410473611056962,7.0821396107751164,2.8367021284766807
ctrl_0248,12/28/2020,PATILLAS CO.,18.0416,-66.0342,0,None,0.0,0.0,0.0,2.56,1.875,0.0,0.215,104,10.33,Pandura,"Pandura loam, 40 to 60 percent slopes",0,853175,0.0,2.817770627864595,1.127108251145838
ctrl_0249,08/10/2023,YABUCOA CO.,18.0575,-65.9003,0,None,3.165,4.72,4.555,0.145,5.935,0.0,2.305,24,0.52,Coloso,"Coloso silty clay, 0 to 2 percent slopes, occasionally flooded",0,853178,3.887210272014996,15.103882883522209,8.37387931661788
ctrl_0250,06/06/2016,YABUCOA CO.,18.0664,-65.8776,0,None,0.0,4.4,0.0,0.725,19.925,9.815,26.375,16,0.82,Reilly,Reilly soils,0,853180,0.5954752462410959,31.536249849896468,12.971785087703246
ctrl_0251,06/16/2016,PATILLAS CO.,18.0373,-66.005,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,13.46,Pandura,"Pandura loam, 40 to 60 percent slopes",0,853182,0.0,0.0,0.0
ctrl_0252,06/02/2022,MAUNABO CO.,18.0123,-65.9272,0,None,0.0,0.54,0.0,0.0,0.105,0.0,0.0,20,0.58,Coloso,"Coloso silty clay, 0 to 2 percent slopes, occasionally flooded",0,853183,0.07308105294777087,0.5274094686759128,0.25481241923902764
ctrl_0253,05/07/2020,BAYAMON CO.,18.3982,-66.1505,0,None,3.105,0.0,0.0,0.775,0.0,0.0,0.0,12,1.06,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,857068,3.105,3.6098652695865683,3.3069461078346274
ctrl_0254,03/08/2021,GUAYNABO CO.,18.4105,-66.1076,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1.57,Urban land,Urban land,1,857069,0.0,0.0,0.0
ctrl_0255,11/14/2016,JAYUYA CO.,18.2173,-66.5865,0,None,6.665,3.645,7.17,2.315,2.045,1.04,17.0,448,4.64,Pellejas,"Pellejas clay loam, 40 to 60 percent slopes",1,856275,7.289620238229678,25.599253816076857,14.613473669368549
ctrl_0256,12/28/2017,COAMO CO.,18.0783,-66.2959,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,4.0,Llanos,"Llanos clay, 5 to 12 percent slopes, eroded",0,856276,0.0,0.0,0.0
ctrl_0257,12/08/2020,DORAD CO.,18.4655,-66.2725,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1.73,Urban land,Urban land-Durados complex,1,856278,0.0,0.0,0.0
ctrl_0258,10/20/2024,TOA BAJA CO.,18.4166,-66.1974,0,None,0.465,3.46,3.735,0.125,0.0,0.0,0.0,32,0.77,Almirante,"Almirante clay, 2 to 5 percent slopes",1,856279,1.001668991248102,6.3525951049632035,3.1420394367341427
ctrl_0259,10/27/2021,TOA BAJA CO.,18.4177,-66.2195,0,None,0.0,0.0,2.055,1.975,0.0,0.0,37.405,33,3.65,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,856280,0.03763863791634874,18.70454426843986,7.504400890125754
ctrl_0260,05/24/2017,TOA BAJA CO.,18.422,-66.2444,0,None,0.0,0.0,0.0,7.93,2.28,0.005,26.955,13,0.93,Urban land,Urban land-Sabana Seca complex,1,856281,0.0,17.894886807918933,7.157954723167574
ctrl_0261,01/24/2021,NAGUABO CO.,18.2172,-65.7844,0,None,0.0,0.475,0.0,0.0,3.115,1.795,0.94,26,2.13,Sabana,"Sabana silty clay loam, 20 to 40 percent slopes",0,857413,0.06428425953739103,3.44850170627657,1.4179712382330627
ctrl_0262,06/28/2023,NAGUABO CO.,18.2268,-65.7868,0,None,8.83,3.81,0.285,0.355,0.115,1.345,0.21,20,1.82,Rio Arriba,"Rio Arriba clay, 5 to 12 percent slopes, eroded",0,857414,9.350847386214785,13.390731105725326,10.966800874019
ctrl_0263,03/16/2023,JAYUYA CO.,18.2194,-66.6154,0,None,0.0,0.0,11.495,0.0,0.0,0.0,0.0,446,16.89,Pellejas,"Pellejas clay loam, 40 to 60 percent slopes",1,859200,0.21053826902599937,8.638231483900412,3.5816155549757647
ctrl_0264,10/03/2022,JAYUYA CO.,18.2177,-66.5877,0,None,3.93,5.405,4.445,0.935,2.93,2.81,3.1,448,7.55,Reilly,Reilly gravelly silt loam,1,859201,4.742900220754315,16.910679117097235,9.610011779291483
ctrl_0265,04/10/2017,UTUADO CO.,18.2585,-66.7232,0,None,6.985,1.06,0.0,0.0,0.0,0.0,0.7,150,4.66,Riverwash,Riverwash,1,859203,7.12845540023081,8.200951565709058,7.557453866422109
ctrl_0266,01/06/2023,ADJUNTAS CO.,18.2047,-66.7035,0,None,0.0,0.0,9.5,5.99,0.245,2.385,0.0,347,1.39,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,859326,0.1739985694429747,12.347067036761477,5.043225956370375
ctrl_0267,07/07/2018,UTUADO CO.,18.2663,-66.7091,0,None,0.0,2.13,0.0,0.0,0.0,14.01,0.0,133,2.88,Urban land,Urban land,1,859327,0.288264153293985,8.7049285768608,3.654929922720711
ctrl_0268,06/30/2019,NARANJITO CO.,18.301,-66.2447,0,None,0.0,0.0,0.87,2.275,3.655,6.775,2.2,109,1.46,Urban land,"Urban land-Mucara complex, 12 to 40 percent slopes",1,859945,0.015934605833198737,8.450118840784658,3.3896082998137826
ctrl_0269,07/21/2022,CAROLINA CO.,18.4472,-66.038,0,None,61.995,0.145,0.0,0.0,0.0,0.0,0.32,0,1.46,Urban land,Urban land,1,877660,62.01462361606931,62.2564966060804,62.111372812073746
ctrl_0270,04/22/2022,CAROLINA CO.,18.3997,-65.952,0,None,1.94,0.26,0.61,0.0,1.43,0.29,6.025,9,0.58,Urban land,Urban land,1,877663,1.986359713363647,6.130149793657207,3.643875745481071
ctrl_0271,03/17/2019,CAROLINA CO.,18.3953,-65.9667,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.965,5,0.52,Water,Water,1,877662,0.0,0.4095197960782567,0.1638079184313027
ctrl_0272,12/07/2019,CAROLINA CO.,18.4406,-66.0297,0,None,0.0,0.0,0.705,13.08,1.035,0.0,2.4,3,0.52,Urban land,Urban land,1,877661,0.012912525416557595,10.653592450026995,4.269184495260733
ctrl_0273,10/27/2020,CAROLINA CO.,18.3975,-65.973,0,None,6.54,0.0,0.105,0.0,0.0,0.0,0.0,6,0.36,Urban land,Urban land,1,877664,6.541923142083317,6.618905115772905,6.572715931559152
ctrl_0274,01/31/2020,CAROLINA CO.,18.3841,-65.9589,0,None,0.0,0.0,0.0,0.63,0.0,0.86,0.0,12,0.36,Urban land,Urban land,1,877665,0.0,0.8314124334635447,0.3325649733854179
ctrl_0275,05/17/2016,CAROLINA CO.,18.42,-65.9995,0,None,0.135,1.23,0.66,11.645,4.79,3.82,4.135,2,1.5,Made land,Made land,1,877666,0.31355072004759815,15.61307331587047,6.433359758376747
ctrl_0276,10/19/2017,SAN JUAN CO.,18.4505,-66.0666,0,None,0.0,3.755,26.795,104.385,9.75,0.575,0.0,17,6.5,Urban land,Urban land,1,877667,0.998951532577113,97.17891474571437,39.47093681783202
ctrl_0277,07/16/2017,CANOVANAS CO.,18.3772,-65.9029,0,None,0.05,19.735,12.415,13.01,0.935,1.08,0.0,14,3.69,Urban land,Urban land,1,877671,2.9482304714781864,36.01936451997731,16.176684090877835
ctrl_0278,09/27/2015,CANOVANAS CO.,18.3625,-65.8885,0,None,0.0,0.0,0.0,2.62,8.605,2.285,10.82,18,0.93,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,877670,0.0,12.276486652920372,4.910594661168149
ctrl_0279,10/23/2018,CANOVANAS CO.,18.3667,-65.9015,0,None,1.235,0.24,0.0,0.0,0.0,0.0,2.33,15,0.52,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",1,877672,1.267480467976787,2.431839426367337,1.733224051333007
ctrl_0280,04/04/2015,SAN JUAN CO.,18.3982,-66.0706,0,None,0.385,0.0,0.0,0.0,0.0,0.0,0.0,15,2.85,Urban land,Urban land,1,888963,0.385,0.385,0.385
ctrl_0281,08/13/2021,SAN JUAN CO.,18.4009,-66.1109,0,None,0.0,0.0,1.605,20.26,3.085,0.0,0.0,27,1.88,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,888964,0.029396600416418357,16.14643176735896,6.476210667193435
ctrl_0282,03/25/2021,SAN JUAN CO.,18.4154,-66.0789,0,None,0.0,0.0,0.0,0.0,0.245,0.0,0.0,5,1.57,Urban land,Urban land,1,888965,0.0,0.138355939891901,0.055342375956760406
ctrl_0283,08/07/2017,SAN JUAN CO.,18.4254,-66.0566,0,None,1.075,0.0,1.95,1.35,1.435,5.69,0.52,11,1.63,Urban land,Urban land,1,888968,1.1107154958330316,7.2363598768759445,3.560973248250197
ctrl_0284,08/14/2021,SAN JUAN CO.,18.4246,-66.0972,0,None,0.745,0.0,0.0,5.555,23.93,6.03,0.0,-2,1.29,Hydraquents,"Hydraquents, saline",1,888969,0.745,20.829384831359118,8.778753932543646
ctrl_0285,06/28/2017,LUQUILLO CO.,18.3552,-65.7388,0,None,0.0,0.0,7.96,0.545,0.0,0.0,0.305,45,3.51,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",0,888974,0.14579248555432406,6.466227257165171,2.673966394198663
ctrl_0286,02/06/2015,FAJARDO CO.,18.3325,-65.6616,0,None,1.37,0.695,1.225,0.675,0.88,1.235,4.89,21,3.02,Urban land,Urban land,0,888975,1.4864946794881453,6.509480300457015,3.4956889278756935
ctrl_0287,10/25/2015,CABO ROJO CO.,18.0977,-67.1576,0,None,25.18,0.705,4.95,0.0,0.0,3.555,5.985,28,1.86,Urban land,Urban land,0,905696,25.366073787181048,33.791153601148054,28.736105712767852
ctrl_0288,12/16/2022,HORMIGUEROS CO.,18.1344,-67.0971,0,None,0.35,0.4,0.0,0.0,0.0,0.0,0.0,36,1.96,Urban land,Urban land,1,905705,0.40413411329464505,0.6967511599000726,0.5211809319368161
ctrl_0289,02/04/2022,HORMIGUEROS CO.,18.153,-67.1499,0,None,7.52,15.86,3.305,8.08,0.0,0.335,0.0,11,1.06,Urban land,Urban land,1,905700,9.726950778659944,29.17993998445421,17.508146460977652
ctrl_0290,09/06/2015,CAGUAS CO.,18.1748,-66.0565,0,None,0.0,0.82,0.0,0.0,6.825,0.71,0.0,163,12.59,Mucara,"Mucara clay, 40 to 60 percent slopes",1,905711,0.11097493225402241,4.912615638783542,2.0316312148658304
ctrl_0291,08/02/2017,GURABO CO.,18.2662,-65.9914,0,None,1.535,0.135,0.745,0.185,0.55,0.155,0.155,42,0.58,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,905716,1.5669154142090496,2.7846470408661306,2.0540080648718817
ctrl_0292,10/11/2015,GUANICA CO.,17.9932,-66.9124,0,None,0.07,9.95,0.305,2.55,0.0,0.21,0.535,10,0.0,San Anton,"San Anton clay loam, 0 to 2 percent slopes, occasionally flooded",1,905717,1.4221723380653604,10.915648494550586,5.219562800659451
ctrl_0293,05/16/2015,CAGUAS CO.,18.2498,-66.0281,0,None,0.0,0.32,0.0,0.0,1.37,0.025,0.085,54,0.36,Rio Arriba,"Rio Arriba clay, 2 to 5 percent slopes",1,905714,0.04330729063571607,1.099374988442153,0.4657343697582909
ctrl_0294,08/29/2024,MAYAGUEZ CO.,18.1522,-67.1414,0,None,1.785,0.465,0.355,0.005,0.19,3.495,7.6,22,2.94,Urban land,Urban land,1,905772,1.8544329585105255,7.501608028191062,4.11330298638274
ctrl_0295,09/22/2018,CAGUAS CO.,18.2413,-66.0287,0,None,0.0,2.48,4.235,0.0,12.36,0.86,33.985,59,3.19,Urban land,"Urban land-Vega Alta complex, 2 to 12 percent slopes",1,905774,0.4131982331205888,27.155596503120318,11.110157541120481
ctrl_0296,10/25/2015,RINCON CO.,18.3187,-67.194,0,None,8.15,0.0,0.755,2.34,0.0,0.0,7.195,242,15.34,Caguabo,"Caguabo clay loam, 20 to 60 percent slopes",1,910956,8.163828307360994,13.295095375540168,10.216335134632665
ctrl_0297,10/13/2020,MAYAGUEZ CO.,18.1566,-67.1494,0,None,3.995,2.545,10.33,13.695,0.0,0.055,5.425,8,0.77,Coloso,"Coloso silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,910961,4.528628845557804,25.214570064292808,12.803005333051805
ctrl_0298,09/08/2017,SAN GERMAN CO.,18.1029,-67.051,0,None,2.99,36.675,15.615,0.12,4.88,0.0,7.78,48,6.05,Mucara,"Mucara loam, 20 to 40 percent slopes",1,910964,8.239420213950355,52.652682766376756,26.00472523492092
ctrl_0299,02/21/2018,HORMIGUEROS CO.,18.1396,-67.1228,0,None,0.215,0.35,0.0,0.275,0.0,1.58,0.0,23,2.34,Urban land,Urban land,1,910966,0.26236734913281445,1.4710288278335897,0.7458319406131246
ctrl_0300,07/10/2022,MAYAGUEZ CO.,18.1999,-67.1489,0,None,29.555,0.16,0.0,1.18,3.78,22.465,11.055,2,0.73,Leveled sandy land,Leveled sandy land,1,910990,29.576653645317858,48.28602824394163,37.06040348476737
ctrl_0301,06/18/2020,MAYAGUEZ CO.,18.2281,-67.1457,0,None,4.37,8.385,0.19,0.415,1.95,0.0,6.365,69,1.55,Consumo,"Consumo clay, 20 to 40 percent slopes",1,910974,5.5082663213278575,15.854232584613882,9.646652826642267
ctrl_0302,06/03/2017,MAYAGUEZ CO.,18.1669,-67.1324,0,None,0.675,0.245,0.2,27.83,45.58,12.2,1.655,21,1.57,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",1,910977,0.711820272170717,51.58182682244697,21.05982289228122
ctrl_0303,01/24/2021,GUANICA CO.,17.9732,-66.9077,0,None,0.0,0.0,1.535,0.215,0.445,0.12,0.55,12,0.82,Urban land,Urban land,1,910989,0.028114505694206964,1.8370266708023506,0.7516793717374645
ctrl_0304,07/02/2016,NAGUABO CO.,18.2156,-65.7822,0,None,75.61,4.815,0.465,0.745,0.68,0.0,0.0,12,3.12,Toa,"Toa silty clay loam, 0 to 2 percent slopes, occasionally flooded",0,917908,76.27015616086754,81.00278444940304,78.16320747628174
ctrl_0305,02/17/2023,CIALES CO.,18.259,-66.4996,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,31.26,Caguabo,"Caguabo-Rock outcrop complex, 20 to 60 percent slopes",1,917909,0.0,0.0,0.0
ctrl_0306,11/30/2024,SAN JUAN CO.,18.4072,-66.0755,0,None,0.085,0.0,0.0,0.52,0.0,0.06,2.62,6,1.73,Urban land,Urban land,1,920634,0.085,1.564977665163175,0.6769910660652702
ctrl_0307,06/03/2021,SAN JUAN CO.,18.3967,-66.0697,0,None,0.0,1.65,0.0,0.0,0.0,0.32,20.0,13,1.57,Urban land,Urban land,1,920633,0.22330321734041095,10.074458779185024,4.163765442078256
ctrl_0308,06/25/2021,SAN JUAN CO.,18.4149,-66.0901,0,None,0.0,0.975,0.0,7.73,0.0,4.42,0.485,7,0.93,Urban land,Urban land,1,920637,0.13195190115569738,8.25042483236654,3.3793410736400347
ctrl_0309,04/27/2020,SAN JUAN CO.,18.4037,-66.0796,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.82,Urban land,Urban land,1,920639,0.0,0.0,0.0
ctrl_0310,09/29/2017,SAN JUAN CO.,18.414,-66.1016,0,None,0.0,0.245,0.12,0.0,0.0,1.59,4.4,8,2.13,Urban land,Urban land,1,920638,0.035355021059618214,2.9481741202819642,1.2004826607485568
ctrl_0311,10/26/2023,SAN JUAN CO.,18.396,-66.0739,0,None,4.415,7.305,0.07,1.455,13.5,7.675,9.885,34,2.08,Urban land,Urban land,1,920641,5.404906338765667,27.323842760619048,14.172480907507019
ctrl_0312,04/28/2020,SAN JUAN CO.,18.3947,-66.0463,0,None,0.0,0.0,0.0,0.215,0.0,0.0,0.0,46,3.69,Urban land,Urban land,1,920642,0.0,0.14005939736917694,0.05602375894767078
ctrl_0313,01/28/2024,SAN JUAN CO.,18.3969,-66.0953,0,None,0.0,0.0,0.0,0.0,0.945,0.0,0.0,39,1.88,Urban land,Urban land,1,920636,0.0,0.5336586252973325,0.21346345011893303
ctrl_0314,08/02/2019,SAN JUAN CO.,18.403,-66.0547,0,None,0.54,32.465,77.435,176.495,11.885,0.0,0.0,20,1.96,Urban land,Urban land,1,920640,6.351931467625763,208.56124654368028,87.23565749804759
ctrl_0315,02/25/2017,SAN JUAN CO.,18.4134,-66.1013,0,None,0.0,0.0,0.0,0.615,1.455,0.0,0.0,9,1.46,Urban land,Urban land,1,920643,0.0,1.222299887902889,0.4889199551611556
ctrl_0316,01/29/2016,SAN JUAN CO.,18.3955,-66.0537,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.165,18,3.35,Urban land,Urban land,1,920644,0.0,0.07002151953669675,0.0280086078146787
ctrl_0317,02/09/2016,SAN JUAN CO.,18.3957,-66.0714,0,None,0.0,0.0,2.005,3.88,1.07,0.0,0.0,25,2.58,Urban land,Urban land,1,920635,0.03672285597191203,4.638543906384746,1.8774512761370459
ctrl_0318,05/30/2022,ARECIBO CO.,18.4574,-66.742,0,None,0.0,0.0,3.17,0.295,0.415,4.615,0.485,31,1.65,Urban land,Urban land,1,920692,0.05806057527728734,5.273771150662197,2.1443448054312513
ctrl_0319,11/08/2019,ARECIBO CO.,18.4677,-66.7521,0,None,1.145,0.0,0.0,8.885,3.14,0.0,0.0,40,1.82,Urban land,Urban land,1,920693,1.145,8.706250929267792,4.169500371707117
ctrl_0320,12/29/2018,ARECIBO CO.,18.4532,-66.7466,0,None,0.0,1.64,0.26,0.0,0.335,0.0,0.0,55,3.19,Guerrero,"Guerrero sand, 2 to 12 percent slopes",1,920694,0.2267119306191157,1.8062444226624714,0.858524927436458
ctrl_0321,10/08/2019,ARECIBO CO.,18.4669,-66.7271,0,None,0.0,3.76,8.945,2.44,0.0,1.87,18.815,10,3.81,Urban land,Urban land,1,920696,0.6726940548293909,20.47095458477821,8.591998266808918
ctrl_0322,08/18/2019,ARECIBO CO.,18.4601,-66.7474,0,None,6.935,3.435,0.0,0.0,0.0,0.025,0.0,47,1.65,Urban land,Urban land,1,920695,7.399876697917764,9.924964127130796,8.409911669602977
ctrl_0323,04/03/2020,ARECIBO CO.,18.4417,-66.717,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.52,Coloso,"Coloso silty clay, 0 to 2 percent slopes, occasionally flooded",1,920697,0.0,0.0,0.0
