EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
574472,SAN JUAN CO.,SAN JUAN,05/20/2015,1550,Flash Flood, , ,0,0,0,0,XX,AST-4, ,95623,C,127,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.54,WNW,2.43,WNW,SAN JUAN,05/20/2015,1654,18.3988,-66.0833,18.3979,-66.0837,"Home and street flooded on 38Street number 1200, Reparto Metropolitano.","A very weak low level wind flow and a broad upper level jet resulted in strong convection which remained nearly stationary for few hours. Showers moved through the northeastern portions of PR including the San Juan metro area. Some urban and small streams advisories were issued for this area.",1
576170,SAN JUAN CO.,SAN JUAN,05/20/2015,1550,Flash Flood, , ,0,0,0,0,XX,AST-4, ,95623,C,127,SJU,0,0,Emergency Manager,Heavy Rain, , ,0.24,WSW,0.18,WSW,SAN JUAN,05/20/2015,1654,18.3786,-66.0533,18.3779,-66.0535,"Street and home flooded in Urb. Sagrado Corazon, San Genaro street 381, 387, 389.","A very weak low level wind flow and a broad upper level jet resulted in strong convection which remained nearly stationary for few hours. Showers moved through the northeastern portions of PR including the San Juan metro area. Some urban and small streams advisories were issued for this area.",2
576021,SAN JUAN CO.,SAN JUAN,05/20/2015,1550,Flash Flood, , ,0,0,0,0,XX,AST-4, ,95623,C,127,SJU,0,0,Emergency Manager,Heavy Rain, , ,3,WNW,2.82,WNW,SAN JUAN,05/20/2015,1654,18.3993,-66.0911,18.3983,-66.0914,"Street and home flooding on 16th street, Villa Nevarez, number 355.","A very weak low level wind flow and a broad upper level jet resulted in strong convection which remained nearly stationary for few hours. Showers moved through the northeastern portions of PR including the San Juan metro area. Some urban and small streams advisories were issued for this area.",3
575333,SAN JUAN CO.,SAN JUAN,05/20/2015,1550,Flash Flood, , ,0,0,0,0,XX,AST-4, ,95623,C,127,SJU,0,0,Emergency Manager,Heavy Rain, , ,1.67,NW,1.74,NW,SAN JUAN,05/20/2015,1654,18.3955,-66.0696,18.3932,-66.0696,"Home flooded on 5th street, Villa Nevares, close to Villa Nevares park.","A very weak low level wind flow and a broad upper level jet resulted in strong convection which remained nearly stationary for few hours. Showers moved through the northeastern portions of PR including the San Juan metro area. Some urban and small streams advisories were issued for this area.",4
599784,SAN SEBASTIAN CO.,SAN SEBASTIAN,08/22/2015,1557,Flash Flood, , ,0,0,0,0,XX,AST-4, ,99950,C,131,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.05,WNW,1.9,WNW,SAN SEBASTIAN,08/22/2015,2045,18.3314,-66.9989,18.3291,-67.0005,"Three residences were affected at Urbanizacion El Culebrinas by flooded waters in San Sebastian.","Available moisture combined with isolated thunderstorms over the western interior and northwest sections of Puerto Rico.",5
599783,SAN SEBASTIAN CO.,SAN SEBASTIAN,08/22/2015,1557,Flash Flood, , ,0,0,0,0,XX,AST-4, ,99950,C,131,SJU,0,0,Emergency Manager,Heavy Rain, , ,1.46,WNW,1.21,WNW,SAN SEBASTIAN,08/22/2015,2045,18.3314,-66.9888,18.3291,-66.989,"PR emergency management agency reported that road 119 in San Sebastian was flooded. Rio Culebrinas was out of its banks.","Available moisture combined with isolated thunderstorms over the western interior and northwest sections of Puerto Rico.",6
599782,SAN SEBASTIAN CO.,SAN SEBASTIAN,08/22/2015,1557,Flash Flood, , ,0,0,0,0,XX,AST-4, ,99950,C,131,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.3,WNW,2.05,WNW,SAN SEBASTIAN,08/22/2015,2045,18.3372,-67.0001,18.3342,-66.996,"PR Emergency management agency reported that road 125 in San Sebasti��n was flooded. R��o Culebrinas was out of its banks.","Available moisture combined with isolated thunderstorms over the western interior and northwest sections of Puerto Rico.",7
602949,VEGA BAJA CO.,VEGA BAJA,09/21/2015,1745,Flash Flood, , ,0,0,0,0,XX,AST-4, ,100760,C,145,SJU,0,0,Emergency Manager,Heavy Rain, , ,8.73,S,8.37,S,VEGA BAJA,09/21/2015,1910,18.3251,-66.3598,18.3291,-66.3631,"Vega Alta PREMA officers reported closed roads 647 and 620, due to a surge of water along Rio Cibuco.","Vigorous showers and thunderstorms grew during the afternoon hours over western PR due to local effects.",8
603063,SAN SEBASTIAN CO.,SAN SEBASTIAN,09/22/2015,1430,Flash Flood, , ,0,0,0,0,XX,AST-4, ,100777,C,131,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.38,WNW,2,NW,SAN SEBASTIAN,09/22/2015,1800,18.3376,-67.0011,18.3406,-66.9979,"Road 125 km. 17.9 flooded and impassable due to Rio Guatemala, a tributary of Rio Culebrinas, going out of its banks.","Scattered showers with isolated thunderstorms developed across the Cordillera Central resulting from a surface low across the Atlantic.",9
603064,MOCA CO.,MOCA,09/22/2015,1500,Flash Flood, , ,0,0,0,0,XX,AST-4, ,100777,C,99,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.46,WNW,2.46,WNW,MOCA,09/22/2015,1800,18.3922,-67.1052,18.3918,-67.1037,"Several homes and business parking lots downtown Moca, along calle Barbosa, were flooded. Also, emergency managers reported several mudslides/debris flow in urban and rural areas.","Scattered showers with isolated thunderstorms developed across the Cordillera Central resulting from a surface low across the Atlantic.",10
603067,SAN SEBASTIAN CO.,SAN SEBASTIAN,09/23/2015,1600,Flash Flood, , ,0,0,0,0,XX,AST-4, ,100778,C,131,SJU,0,0,Emergency Manager,Heavy Rain, , ,4.55,NE,4.39,NE,SAN SEBASTIAN,09/23/2015,1830,18.3703,-66.9252,18.372,-66.9255,"Guajataca lake overflows due to excessive runoff from Rio Guajataca. Road 119 impassable.","An upper level trough persisted to the north of the local area resulting in numerous showers with scattered thunderstorms across the northern half of Puerto Rico. Very heavy rain with excessive lightning were observed over this area.",11
605551,CAGUAS CO.,CAGUAS,10/24/2015,1625,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,25,SJU,0,0,Emergency Manager,Heavy Rain, , ,3.86,N,3.82,N,CAGUAS,10/24/2015,2130,18.2553,-66.0378,18.2535,-66.0371,"Bairoa avenue near Bairoa shopping center was reported impassable.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",12
605680,SAN LORENZO CO.,SAN LORENZO,10/24/2015,1625,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,129,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.61,N,2.6,N,SAN LORENZO,10/24/2015,2130,18.1872,-65.9635,18.1897,-65.964,"Street 49 at Urb. Masso was reported flooded.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",13
605549,CAGUAS CO.,CAGUAS,10/24/2015,1645,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,25,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.88,NNW,2.98,NNW,CAGUAS,10/24/2015,2130,18.2392,-66.0452,18.2387,-66.0466,"Valle Tolima, street Mirna Vazquez flooded.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",14
605554,CAGUAS CO.,CAGUAS,10/24/2015,1645,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,25,SJU,0,0,Emergency Manager,Heavy Rain, , ,3.59,N,3.36,N,CAGUAS,10/24/2015,2130,18.2514,-66.0381,18.2421,-66.0377,"Urb. Villa Blanca, Garrido and Opalo roads flooded.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",15
605553,CAGUAS CO.,CAGUAS,10/24/2015,1645,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,25,SJU,0,0,Emergency Manager,Heavy Rain, , ,3.1,NNW,2.52,NW,CAGUAS,10/24/2015,2130,18.2374,-66.0562,18.2277,-66.0583,"PR-156 at Urb. Parque del Monte was reported flooded.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",16
605552,CAGUAS CO.,CAGUAS,10/24/2015,1645,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,25,SJU,0,0,Emergency Manager,Heavy Rain, , ,5.66,N,5.66,N,CAGUAS,10/24/2015,2130,18.2805,-66.046,18.28,-66.0457,"PR-795 at Barrio La Barra flooded.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",17
605550,CAGUAS CO.,CAGUAS,10/24/2015,1645,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,25,SJU,0,0,Public,Heavy Rain, , ,9.88,NNW,10,NNW,CAGUAS,10/24/2015,2130,18.3296,-66.0936,18.3185,-66.0912,"All lanes of PR-1 from Caguas to Aguas Buenas were reported flooded.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",18
605716,AIBONITO CO.,AIBONITO,10/24/2015,1814,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,9,SJU,0,0,Social Media,Heavy Rain, , ,0,N,1.43,NE,AIBONITO,10/24/2015,2015,18.12,-66.25,18.1274,-66.2433,"Flooded houses with car stranded in water were reported in urbanization San Jose.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",19
605718,AIBONITO CO.,AIBONITO,10/24/2015,1900,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,9,SJU,0,0,Social Media,Heavy Rain, , ,1.51,NNW,1.44,N,AIBONITO,10/24/2015,2015,18.1413,-66.2547,18.1417,-66.2536,"Urb. Bella Vista in Aibonito, houses were reported flooded with car stranded.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",20
605719,COMERIO CO.,COMERIO,10/24/2015,1945,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,45,SJU,0,0,River/Stream Gage,Heavy Rain, , ,1.2,NNE,2.4,NE,COMERIO,10/24/2015,2015,18.2363,-66.2137,18.2351,-66.2036,"USGS river gauges indicated Rio La Plata at Comerio went out of its banks. River crested at 14.97 feet. Flood stage is 11 feet. In addition public reported the river out of its banks near rural areas in Comerio.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",21
605721,SAN LORENZO CO.,SAN LORENZO,10/25/2015,1545,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,129,SJU,0,0,Emergency Manager,Heavy Rain, , ,0,N,2.89,WSW,SAN LORENZO,10/25/2015,1745,18.15,-65.97,18.1413,-66.0038,"Several homes were flooded in some areas of Urb Vista San Lorenzo, Urb. San Lorenzo Valley, Barrio Jagual and Barrio Quemado.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",22
605723,LAS PIEDRAS CO.,LAS PIEDRAS,10/25/2015,1615,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,85,SJU,0,0,Emergency Manager,Heavy Rain, , ,1.89,WNW,2.34,WNW,LAS PIEDRAS,10/25/2015,1745,18.1888,-65.8773,18.1919,-65.8705,"A few houses were flooded in Barrio Montones. Mudslides were also reported at Road Pr-917 sector Santana and sector La Reina Delgado.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",23
605725,JUNCOS CO.,JUNCOS,10/25/2015,1620,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,77,SJU,0,0,Emergency Manager,Heavy Rain, , ,1.13,WNW,0.89,WNW,JUNCOS,10/25/2015,1745,18.2262,-65.916,18.2281,-65.9164,"Rio Valenciano Went out of its banks affecting portions of Raod PR-31. In addition, a mudslide was reported at Barriada Morales.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",24
605731,CAGUAS CO.,CAGUAS,10/25/2015,1636,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101209,C,25,SJU,0,0,River/Stream Gage,Heavy Rain, , ,0,N,2.56,E,CAGUAS,10/25/2015,1745,18.2,-66.03,18.2013,-66.0182,"River gauge CAGP4 indicated Rio Grande De Loiza in the border between Caguas and Gurabo went out of its banks. River Crested at 17.64 feet. Flood Stage is 16 feet.","A mid to upper level trough remained over the region developing into an upper level low north of the region. Scattered to numerous showers developed over the area, affecting mainly the eastern interior and southeast sections of Puerto Rico. These showers and thunderstorms produced torrential rainfall which led to numerous flash flooding across these areas. This event aid in the hydrological drought which started in May 2015 lasting through the end of October. Rationing of water was ended in Carraizo and La Plata Basins due to this rainy event.",25
609484,NAGUABO CO.,NAGUABO,11/28/2015,100,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101903,C,103,SJU,0,0,Emergency Manager,Heavy Rain, , ,4.11,W,1.87,WSW,NAGUABO,11/28/2015,200,18.2202,-65.7927,18.2047,-65.7865,"Emergency manager official from Naguabo reported that Rio Blanco flooded exit 22 on road 31 and had to rescue a stranded motorist.","A mid to upper level trough continued meandering west of the local islands through the week. An induced trough across the northeast Caribbean promoting light to moderate southeast winds and resulting in shower activity.",26
609898,MOCA CO.,MOCA,12/13/2015,2130,Flash Flood, , ,0,0,0,0,XX,AST-4, ,101960,C,99,SJU,0,0,Emergency Manager,Heavy Rain, , ,1.91,WSW,1.55,SW,MOCA,12/13/2015,2130,18.3677,-67.0961,18.355,-67.1052,"Rio Culebrinas was reported out of its banks at road PR-404. Also, Coloso valley was flooded.","Showers and thunderstorms developed across the west interior and northwest Puerto Rico due to a mid-upper trough affected the local region.",27
631856,SAN JUAN CO.,SAN JUAN,04/23/2016,331,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105360,C,127,SJU,0,0,Emergency Manager,Heavy Rain, , ,4.18,N,4.13,N,SAN JUAN,04/23/2016,545,18.4404,-66.052,18.4391,-66.0527,"Several areas in San Juan reported flooded. Houses flooded at Villa Palmeras, sector Playita. Parts of 65th avenue and Baldorioty de Castro flooded.","Moisture associated with an old frontal boundary just to the north northeast of the forecast area lingered across the region resulting in numerous showers and isolated thunderstorms.",28
631861,SAN JUAN CO.,SAN JUAN,04/23/2016,538,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105360,C,127,SJU,0,0,Emergency Manager,Heavy Rain, , ,3.12,N,2.73,N,SAN JUAN,04/23/2016,545,18.4247,-66.0429,18.429,-66.056,"Several flood reports in San Juan, Cantera, Barrio Obrero and most Santurce with flooded waters affecting houses.","Moisture associated with an old frontal boundary just to the north northeast of the forecast area lingered across the region resulting in numerous showers and isolated thunderstorms.",29
632052,LUQUILLO CO.,LUQUILLO,04/23/2016,700,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105360,C,89,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.09,N,2.06,N,LUQUILLO,04/23/2016,1015,18.3802,-65.7179,18.3796,-65.7182,"Carretera Conquistador, Veve Calzada in near Casablanca impassable.","Moisture associated with an old frontal boundary just to the north northeast of the forecast area lingered across the region resulting in numerous showers and isolated thunderstorms.",30
631867,FAJARDO CO.,LUQUILLO,04/23/2016,705,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105360,C,53,SJU,0,0,Emergency Manager,Heavy Rain, , ,4.02,E,4.95,E,LUQUILLO,04/23/2016,1045,18.3428,-65.6592,18.3409,-65.6668,"Fajardo Gardens, Monte Brisas neighborhood, residences were flooded.","Moisture associated with an old frontal boundary just to the north northeast of the forecast area lingered across the region resulting in numerous showers and isolated thunderstorms.",31
632053,LUQUILLO CO.,LUQUILLO,04/23/2016,800,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105360,C,89,SJU,0,0,Emergency Manager,Heavy Rain, , ,0.96,SSW,0.9,SSE,LUQUILLO,04/23/2016,1015,18.337,-65.7252,18.341,-65.7156,"Road 983 impassable.","Moisture associated with an old frontal boundary just to the north northeast of the forecast area lingered across the region resulting in numerous showers and isolated thunderstorms.",32
631863,LUQUILLO CO.,LUQUILLO,04/23/2016,905,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105360,C,89,SJU,0,0,Emergency Manager,Heavy Rain, , ,1.95,S,1.35,S,LUQUILLO,04/23/2016,1045,18.3218,-65.7197,18.3211,-65.7147,"Road 998 in Barrio Chiquito a mudslide was reported.","Moisture associated with an old frontal boundary just to the north northeast of the forecast area lingered across the region resulting in numerous showers and isolated thunderstorms.",33
631865,FAJARDO CO.,FAJARDO,04/23/2016,905,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105360,C,53,SJU,0,0,Emergency Manager,Heavy Rain, , ,1.94,NNE,1.83,NNE,FAJARDO,04/23/2016,1045,18.346,-65.6389,18.3432,-65.643,"Ave. 987, Cano Croabas impassable road.","Moisture associated with an old frontal boundary just to the north northeast of the forecast area lingered across the region resulting in numerous showers and isolated thunderstorms.",34
631864,LUQUILLO CO.,LUQUILLO,04/23/2016,905,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105360,C,89,SJU,0,0,Emergency Manager,Heavy Rain, , ,0,N,1.11,NNW,LUQUILLO,04/23/2016,1045,18.35,-65.72,18.3536,-65.7225,"At Barrio Sabana, road 983 a mudslide was reported.","Moisture associated with an old frontal boundary just to the north northeast of the forecast area lingered across the region resulting in numerous showers and isolated thunderstorms.",35
632054,CANOVANAS CO.,CANOVANAS,04/25/2016,1230,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105387,C,29,SJU,0,0,Emergency Manager,Heavy Rain, , ,0,N,0.44,SSE,CANOVANAS,04/25/2016,1515,18.33,-65.88,18.3267,-65.8783,"A mudslide was reported at Barrio Palma Sola.","A surface trough combined with the available moisture produced widespread showers and thunderstorms over mainland Puerto Rico. With the already saturated soils from previous days, urban flooding and flash flood affected the region.",36
632057,CAGUAS CO.,CAGUAS,04/25/2016,1430,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105387,C,25,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.55,N,2.48,N,CAGUAS,04/25/2016,1800,18.2365,-66.0245,18.2365,-66.0252,"FLooding in B street at Urb. Caribe Park in Caguas. Water reached a residence.","A surface trough combined with the available moisture produced widespread showers and thunderstorms over mainland Puerto Rico. With the already saturated soils from previous days, urban flooding and flash flood affected the region.",37
632056,CAGUAS CO.,CAGUAS,04/25/2016,1430,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105387,C,25,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.92,NNE,2.88,NNE,CAGUAS,04/25/2016,1800,18.2389,-66.0127,18.2377,-66.0133,"House flooded in Santa Margarita street at Santa Elvira urbanization.","A surface trough combined with the available moisture produced widespread showers and thunderstorms over mainland Puerto Rico. With the already saturated soils from previous days, urban flooding and flash flood affected the region.",38
632073,CAGUAS CO.,CAGUAS,04/25/2016,1430,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105387,C,25,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.55,NNE,2.64,NNE,CAGUAS,04/25/2016,1800,18.2361,-66.0219,18.2369,-66.0215,"House flooding at calle 13 in Delgado urbanization.","A surface trough combined with the available moisture produced widespread showers and thunderstorms over mainland Puerto Rico. With the already saturated soils from previous days, urban flooding and flash flood affected the region.",39
632070,CAGUAS CO.,CAGUAS,04/25/2016,1430,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105387,C,25,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.12,N,2.06,N,CAGUAS,04/25/2016,1800,18.2307,-66.0321,18.2302,-66.0324,"House flooding at Domingo Laza street in Machin urbanization.","A surface trough combined with the available moisture produced widespread showers and thunderstorms over mainland Puerto Rico. With the already saturated soils from previous days, urban flooding and flash flood affected the region.",40
632364,PENUELAS CO.,PENUELAS,04/25/2016,1728,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105387,C,111,SJU,0,0,Emergency Manager,Heavy Rain, , ,3.07,NNE,3.56,NE,PENUELAS,04/25/2016,2000,18.0881,-66.6958,18.0857,-66.6936,"Rucio river was reported out of its banks.","A surface trough combined with the available moisture produced widespread showers and thunderstorms over mainland Puerto Rico. With the already saturated soils from previous days, urban flooding and flash flood affected the region.",41
632367,SABANA GRANDE CO.,SABANA GRANDE,04/25/2016,1903,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105387,C,121,SJU,0,0,Social Media,Heavy Rain, , ,3.91,SSE,4.45,SE,SABANA GRANDE,04/25/2016,2000,18.0318,-66.8988,18.032,-66.8952,"Road PR-121 was reported flooded and closed due to Rio Loco out of its banks.","A surface trough combined with the available moisture produced widespread showers and thunderstorms over mainland Puerto Rico. With the already saturated soils from previous days, urban flooding and flash flood affected the region.",42
632773,AGUADILLA CO.,AGUADILLA,04/26/2016,1500,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105387,C,5,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.27,WNW,2.09,WNW,AGUADILLA,04/26/2016,1745,18.4795,-67.1532,18.4782,-67.1517,"Roas 467 completely flooded where intersects with road 107.","A surface trough combined with the available moisture produced widespread showers and thunderstorms over mainland Puerto Rico. With the already saturated soils from previous days, urban flooding and flash flood affected the region.",43
632819,AGUADILLA CO.,AGUADILLA,04/26/2016,1500,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105387,C,5,SJU,0,0,Emergency Manager,Heavy Rain, , ,0.33,W,0.07,WNW,AGUADILLA,04/26/2016,1745,18.4699,-67.125,18.4715,-67.1238,"Road 459 flooded as it approaches Universidad Interamericana.","A surface trough combined with the available moisture produced widespread showers and thunderstorms over mainland Puerto Rico. With the already saturated soils from previous days, urban flooding and flash flood affected the region.",44
632822,LUQUILLO CO.,LUQUILLO,04/27/2016,1700,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105387,C,89,SJU,0,0,Emergency Manager,Heavy Rain, , ,2.41,SW,2.43,SW,LUQUILLO,04/27/2016,2030,18.3277,-65.7483,18.3275,-65.7508,"Emergency managers reported two persons swept away by flood waters of Mameyes river in sector Puente Roto.","A surface trough combined with the available moisture produced widespread showers and thunderstorms over mainland Puerto Rico. With the already saturated soils from previous days, urban flooding and flash flood affected the region.",45
632823,NAGUABO CO.,NAGUABO,04/27/2016,2000,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105387,C,103,SJU,0,0,Emergency Manager,Heavy Rain, , ,3.42,W,3.28,W,NAGUABO,04/27/2016,2045,18.2185,-65.7821,18.2174,-65.7832,"Road 191 with road 31 were closed due to flood waters.","A surface trough combined with the available moisture produced widespread showers and thunderstorms over mainland Puerto Rico. With the already saturated soils from previous days, urban flooding and flash flood affected the region.",46
633046,FAJARDO CO.,FAJARDO,04/29/2016,1130,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105533,C,53,SJU,0,0,Emergency Manager,Heavy Rain, , ,1.82,NW,1.79,NW,FAJARDO,04/29/2016,1445,18.3394,-65.6688,18.3379,-65.6681,"Highway PR-3 was impassable due to Quebrada Huertas out of its banks.","Very unstable and moist air mass resulted in the development of numerous showers with thunderstorms across the eastern section of Puerto Rico. Areas of Fajardo, Luquillo and Ceiba received in excess of three inches in some localized area, resulting in flash flooding.",47
633052,FAJARDO CO.,FAJARDO,04/29/2016,1200,Flash Flood, , ,0,0,0,0,XX,AST-4, ,105533,C,53,SJU,0,0,Social Media,Heavy Rain, , ,0,N,0.14,ENE,FAJARDO,04/29/2016,1445,18.32,-65.65,18.3204,-65.6489,"Flooded roads were reported at Bebe Calzada sector in Fajardo.","Very unstable and moist air mass resulted in the development of numerous showers with thunderstorms across the eastern section of Puerto Rico. Areas of Fajardo, Luquillo and Ceiba received in excess of three inches in some localized area, resulting in flash flooding.",48
